85|20010707|0.266603|0.266198
102|20010707|0.0094|0.009394
61|20010707|0.107124|0.107022
103|20010707|0.120796|0.120796
14|20010707|0.001572|0.001572
19|20010707|0.683948|0.682082
29|20010707|0.526676|0.526593
36|20010707|1.030078|1.02923
98|20010707|1.618909|1.618385
3|20010707|1|0.9995
100|20011023|1|1
6|20010707|0.639182|0.638896
85|20010708|0.266617|0.267308
102|20010708|0.009457|0.009459
61|20010708|0.107239|0.107262
103|20010708|0.120796|0.120804
14|20010708|0.001571|0.001572
19|20010708|0.683854|0.684744
29|20010708|0.527287|0.52751
36|20010708|1.031247|1.031992
98|20010708|1.620483|1.622586
3|20010708|1|1.0002
100|20011024|1|1
6|20010708|0.637796|0.637836
85|20010709|0.266617|0.266276
102|20010709|0.009572|0.009566
61|20010709|0.107068|0.107068
103|20010709|0.120798|0.120793
14|20010709|0.00157|0.00157
19|20010709|0.682221|0.677874
29|20010709|0.527232|0.52712
36|20010709|1.031247|1.030291
98|20010709|1.62364|1.622586
3|20010709|1|0.999201
100|20011025|1|1
6|20010709|0.63589|0.635566
85|20010710|0.266617|0.266652
102|20010710|0.009564|0.009565
61|20010710|0.107446|0.10754
103|20010710|0.120798|0.120804
14|20010710|0.001569|0.001569
19|20010710|0.681292|0.685495
29|20010710|0.523095|0.523314
36|20010710|1.023123|1.023541
98|20010710|1.615248|1.61577
3|20010710|1|1.0002
100|20011026|1|1
6|20010710|0.632511|0.632511
85|20010711|0.266617|0.265979
102|20010711|0.009578|0.009573
61|20010711|0.107411|0.107401
103|20010711|0.121403|0.12139
14|20010711|0.001569|0.001568
19|20010711|0.681245|0.678518
29|20010711|0.52105|0.520996
36|20010711|1.01916|1.01916
98|20010711|1.612383|1.610306
3|20010711|1|0.9996
100|20011027|1|1
6|20010711|0.634196|0.634035
85|20010712|0.266631|0.266724
102|20010712|0.009616|0.009624
61|20010712|0.106839|0.106929
103|20010712|0.121403|0.121405
14|20010712|0.001568|0.001568
19|20010712|0.68157|0.682035
29|20010712|0.51835|0.518484
36|20010712|1.013788|1.014302
98|20010712|1.610825|1.612903
3|20010712|1|1.000901
100|20011028|1|1
6|20010712|0.636902|0.637186
85|20010713|0.266617|0.266496
102|20010713|0.009818|0.009811
61|20010713|0.106839|0.106839
103|20010713|0.121403|0.121399
14|20010713|0.001566|0.001566
19|20010713|0.681292|0.679625
29|20010713|0.519994|0.519859
36|20010713|1.017087|1.01688
98|20010713|1.604879|1.604621
3|20010713|1|0.9996
100|20011029|1|1
6|20010713|0.637511|0.637471
85|20010714|0.266617|0.267037
102|20010714|0.009751|0.009757
61|20010714|0.106839|0.10686
103|20010714|0.121403|0.121408
14|20010714|0.001566|0.001566
19|20010714|0.68106|0.682874
29|20010714|0.519076|0.519157
36|20010714|1.015332|1.015847
98|20010714|1.605394|1.60591
3|20010714|1|1.000801
100|20011030|1|1
6|20010714|0.634156|0.634236
85|20010715|0.266631|0.265993
102|20010715|0.009772|0.009766
61|20010715|0.106953|0.10694
103|20010715|0.121403|0.121396
14|20010715|0.001566|0.001566
19|20010715|0.679163|0.678518
29|20010715|0.516929|0.516716
36|20010715|1.011122|1.010407
98|20010715|1.603078|1.601794
3|20010715|1|0.9993
100|20011031|1|1
6|20010715|0.636618|0.636618
85|20010716|0.266631|0.266695
102|20010716|0.009795|0.009799
61|20010716|0.106953|0.107032
103|20010716|0.121403|0.121408
14|20010716|0.001566|0.001566
19|20010716|0.678334|0.679209
29|20010716|0.51565|0.515703
36|20010716|1.008471|1.009387
98|20010716|1.598465|1.600768
3|20010716|1|1.001001
100|20011101|1|1
6|20010716|0.635284|0.635364
85|20010717|0.266631|0.266347
102|20010717|0.009771|0.009765
61|20010717|0.106953|0.106953
103|20010717|0.121403|0.1214
14|20010717|0.001566|0.001566
19|20010717|0.678242|0.677736
29|20010717|0.516049|0.516022
36|20010717|1.009285|1.00898
98|20010717|1.599488|1.598465
3|20010717|1|0.9993
100|20011102|1|1
6|20010717|0.636699|0.636456
85|20010718|0.266631|0.26708
102|20010718|0.009749|0.009752
61|20010718|0.106953|0.106975
103|20010718|0.121403|0.121403
14|20010718|0.001566|0.001566
19|20010718|0.675676|0.68018
29|20010718|0.514324|0.514377
36|20010718|1.006036|1.006137
98|20010718|1.598977|1.600512
3|20010718|1|1.000901
100|20011103|1|1
6|20010718|0.633232|0.633473
85|20010719|0.266631|0.266113
102|20010719|0.009759|0.009758
61|20010719|0.106953|0.10686
103|20010719|0.121403|0.121392
14|20010719|0.001566|0.001566
19|20010719|0.675584|0.672902
29|20010719|0.512007|0.512007
36|20010719|1.001402|1.001001
98|20010719|1.600512|1.598977
3|20010719|1|0.9999
100|20011104|1|1
6|20010719|0.631991|0.631672
85|20010720|0.266631|0.266795
102|20010720|0.009723|0.009729
61|20010720|0.106953|0.107009
103|20010720|0.121403|0.121408
14|20010720|0.001566|0.001566
19|20010720|0.674627|0.6749
29|20010720|0.512321|0.5124
36|20010720|1.002004|1.002707
98|20010720|1.600512|1.601281
3|20010720|1|1.0007
100|20011105|1|1
6|20010720|0.631912|0.632031
85|20010721|0.266631|0.266454
102|20010721|0.009737|0.009727
61|20010721|0.106953|0.106929
103|20010721|0.121403|0.121403
14|20010721|0.001566|0.001566
19|20010721|0.675904|0.672405
29|20010721|0.512558|0.512531
36|20010721|1.002506|1.002305
98|20010721|1.601281|1.599744
3|20010721|1|0.9996
100|20011106|1|1
6|20010721|0.632591|0.632231
85|20010722|0.266631|0.266645
102|20010722|0.009763|0.009766
61|20010722|0.106953|0.107022
103|20010722|0.121403|0.121403
14|20010722|0.001566|0.001566
19|20010722|0.675721|0.680226
29|20010722|0.518914|0.519049
36|20010722|1.015022|1.015435
98|20010722|1.610047|1.612643
3|20010722|1|1.0005
100|20011107|1|1
6|20010722|0.632911|0.633312
85|20010723|0.266631|0.266099
102|20010723|0.009728|0.009723
61|20010723|0.105654|0.105542
103|20010723|0.121403|0.121399
14|20010723|0.001566|0.001566
19|20010723|0.677966|0.675995
29|20010723|0.522794|0.522603
36|20010723|1.022599|1.022286
98|20010723|1.62364|1.622586
3|20010723|1|0.9996
100|20011108|1|1
6|20010723|0.635486|0.635364
85|20010724|0.266617|0.266966
102|20010724|0.009726|0.00973
61|20010724|0.105687|0.105697
103|20010724|0.121403|0.121406
14|20010724|0.001558|0.001558
19|20010724|0.676361|0.679486
29|20010724|0.523972|0.524136
36|20010724|1.0248|1.02522
98|20010724|1.626281|1.628664
3|20010724|1|1.001001
100|20011109|1|1
6|20010724|0.637511|0.637552
85|20010725|0.266617|0.265979
102|20010725|0.009713|0.009705
61|20010725|0.105988|0.10591
103|20010725|0.121403|0.121393
14|20010725|0.001556|0.001556
19|20010725|0.677645|0.674218
29|20010725|0.522193|0.522111
36|20010725|1.02145|1.020929
98|20010725|1.624431|1.623904
3|20010725|1|1
100|20011110|1|1
6|20010725|0.639018|0.638855
85|20010726|0.266631|0.267294
102|20010726|0.009764|0.009765
61|20010726|0.106243|0.106294
103|20010726|0.121403|0.121403
14|20010726|0.001556|0.001556
19|20010726|0.676636|0.679117
29|20010726|0.518914|0.519076
36|20010726|1.015022|1.015538
98|20010726|1.623113|1.62364
3|20010726|1.0004|1.001101
100|20011111|1|1
6|20010726|0.63484|0.635122
85|20010727|0.266617|0.266397
102|20010727|0.00977|0.009761
61|20010727|0.106496|0.106451
103|20010727|0.121403|0.121395
14|20010727|0.001556|0.001556
19|20010727|0.676133|0.675402
29|20010727|0.518108|0.51784
36|20010727|1.013274|1.013274
98|20010727|1.621797|1.621008
3|20010727|1.0004|1.0003
100|20011112|1|1
6|20010727|0.634196|0.634115
85|20010728|0.266617|0.267094
102|20010728|0.009764|0.009765
61|20010728|0.106496|0.10661
103|20010728|0.121403|0.121403
14|20010728|0.001556|0.001556
19|20010728|0.676865|0.677048
29|20010728|0.518001|0.518188
36|20010728|1.013171|1.013788
98|20010728|1.621271|1.62364
3|20010728|1.0004|1.0007
100|20011113|1|1
6|20010728|0.635203|0.635324
85|20010729|0.266617|0.266454
102|20010729|0.009739|0.009731
61|20010729|0.106192|0.106101
103|20010729|0.121403|0.121395
14|20010729|0.001555|0.001555
19|20010729|0.676041|0.674082
29|20010729|0.517679|0.517625
36|20010729|1.012453|1.011634
98|20010729|1.623377|1.62285
3|20010729|1.0004|0.9998
100|20011114|1|1
6|20010729|0.635203|0.635001
85|20010730|0.266617|0.266966
102|20010730|0.009675|0.009681
61|20010730|0.106226|0.106315
103|20010730|0.120782|0.120789
14|20010730|0.001553|0.001553
19|20010730|0.675128|0.676865
29|20010730|0.514377|0.514483
36|20010730|1.006137|1.006441
98|20010730|1.615509|1.61577
3|20010730|1.0004|1.001001
100|20011115|1|1
6|20010730|0.635284|0.635405
85|20010731|0.266617|0.266425
102|20010731|0.009654|0.00965
61|20010731|0.106588|0.106509
103|20010731|0.120782|0.120774
14|20010731|0.001553|0.001553
19|20010731|0.673764|0.673083
29|20010731|0.513084|0.512978
36|20010731|1.003512|1.003311
98|20010731|1.606168|1.60591
3|20010731|1.0004|0.9999
100|20011116|1|1
6|20010731|0.635001|0.634961
85|20010801|0.266631|0.266902
102|20010801|0.009709|0.009709
61|20010801|0.106781|0.106884
103|20010801|0.120782|0.12079
14|20010801|0.001553|0.001553
19|20010801|0.676498|0.676911
29|20010801|0.518672|0.518914
36|20010801|1.014405|1.014816
98|20010801|1.613424|1.61577
3|20010801|1.0004|1.001101
100|20011117|1|1
6|20010801|0.640985|0.641313
85|20010802|0.266631|0.265922
102|20010802|0.009699|0.009698
61|20010802|0.107068|0.107032
103|20010802|0.120782|0.120779
14|20010802|0.001552|0.001552
19|20010802|0.676682|0.675676
29|20010802|0.52233|0.522275
36|20010802|1.021659|1.020721
98|20010802|1.611604|1.610306
3|20010802|1.0004|0.9996
100|20011118|1|1
6|20010802|0.642508|0.642343
85|20010803|0.266617|0.266766
102|20010803|0.009682|0.009684
61|20010803|0.107068|0.10709
103|20010803|0.120782|0.120793
14|20010803|0.001553|0.001553
19|20010803|0.677736|0.679763
29|20010803|0.515119|0.515384
36|20010803|1.007455|1.008268
98|20010803|1.604879|1.606168
3|20010803|1.0004|1.001001
100|20011119|1|1
6|20010803|0.642508|0.642797
85|20010804|0.266617|0.266304
102|20010804|0.009693|0.009692
61|20010804|0.107068|0.106975
103|20010804|0.120782|0.120777
14|20010804|0.001553|0.001553
19|20010804|0.676727|0.672993
29|20010804|0.515464|0.515384
36|20010804|1.008166|1.007557
98|20010804|1.605652|1.605136
3|20010804|1.0004|1.0003
100|20011120|1|1
6|20010804|0.642508|0.642261
85|20010805|0.266617|0.267051
102|20010805|0.009717|0.009726
61|20010805|0.107068|0.107124
103|20010805|0.120782|0.120789
14|20010805|0.001553|0.001553
19|20010805|0.67563|0.679071
29|20010805|0.51549|0.515703
36|20010805|1.008166|1.008369
98|20010805|1.606426|1.607717
3|20010805|1.0004|1.000901
100|20011121|1|1
6|20010805|0.64189|0.642137
85|20010806|0.266617|0.266021
102|20010806|0.009785|0.009783
61|20010806|0.107308|0.107251
103|20010806|0.120782|0.120773
14|20010806|0.001552|0.001552
19|20010806|0.675584|0.674536
29|20010806|0.516156|0.516129
36|20010806|1.009489|1.008776
98|20010806|1.609788|1.608752
3|20010806|1.0004|0.9996
100|20011122|1|1
6|20010806|0.643045|0.643045
85|20010807|0.266631|0.266937
102|20010807|0.009831|0.009838
61|20010807|0.107331|0.107389
103|20010807|0.120782|0.120782
14|20010807|0.00155|0.001551
19|20010807|0.676956|0.679717
29|20010807|0.515411|0.515597
36|20010807|1.008065|1.008369
98|20010807|1.610306|1.611344
3|20010807|1.0004|1.000901
100|20011123|1|1
6|20010807|0.644496|0.644828
85|20010808|0.266631|0.266198
102|20010808|0.009838|0.009829
61|20010808|0.10661|0.106564
103|20010808|0.12078|0.120777
14|20010808|0.001549|0.001549
19|20010808|0.677736|0.676498
29|20010808|0.516022|0.51581
36|20010808|1.009184|1.009184
98|20010808|1.610047|1.609788
3|20010808|1.0004|1
100|20011124|1|1
6|20010808|0.643998|0.643956
85|20010809|0.266631|0.266695
102|20010809|0.009728|0.009735
61|20010809|0.106101|0.106158
103|20010809|0.120782|0.120785
14|20010809|0.001548|0.001548
19|20010809|0.680272|0.684182
29|20010809|0.518108|0.518269
36|20010809|1.013274|1.013377
98|20010809|1.617599|1.618647
3|20010809|1.0004|1.0007
100|20011125|1|1
6|20010809|0.643045|0.64317
85|20010810|0.266631|0.266248
102|20010810|0.009714|0.009712
61|20010810|0.105988|0.105967
103|20010810|0.120782|0.120774
14|20010810|0.001547|0.001547
19|20010810|0.681245|0.676911
29|20010810|0.518188|0.518135
36|20010810|1.013479|1.013171
98|20010810|1.618123|1.61577
3|20010810|1.0004|0.9996
100|20011126|1|1
6|20010810|0.643128|0.642715
85|20010811|0.266631|0.266966
102|20010811|0.009717|0.009721
61|20010811|0.105988|0.106022
103|20010811|0.120782|0.120785
14|20010811|0.001547|0.001547
19|20010811|0.681199|0.681477
29|20010811|0.517679|0.517759
36|20010811|1.012453|1.012761
98|20010811|1.615248|1.615509
3|20010811|1.0004|1.000901
100|20011127|1|1
6|20010811|0.643583|0.643583
85|20010812|0.266631|0.266262
102|20010812|0.009752|0.009751
61|20010812|0.105535|0.105485
103|20010812|0.120779|0.120766
14|20010812|0.001546|0.001546
19|20010812|0.68306|0.68278
29|20010812|0.51784|0.517625
36|20010812|1.012761|1.012248
98|20010812|1.614987|1.613163
3|20010812|1.0004|0.9997
100|20011128|1|1
6|20010812|0.643998|0.643874
85|20010813|0.266631|0.266951
102|20010813|0.009752|0.009758
61|20010813|0.105535|0.105609
103|20010813|0.120779|0.12078
14|20010813|0.001546|0.001546
19|20010813|0.68306|0.683387
29|20010813|0.51784|0.517947
36|20010813|1.012761|1.012761
98|20010813|1.614987|1.617338
3|20010813|1.0004|1.0005
100|20011129|1|1
6|20010813|0.643998|0.644039
85|20010814|0.266631|0.266397
102|20010814|0.009766|0.009756
61|20010814|0.105646|0.105585
103|20010814|0.120766|0.120753
14|20010814|0.001543|0.001543
19|20010814|0.689227|0.687569
29|20010814|0.514748|0.514536
36|20010814|1.006847|1.006745
98|20010814|1.614205|1.612903
3|20010814|1.0001|1.0001
100|20011130|1|1
6|20010814|0.645995|0.645953
85|20010815|0.266631|0.267101
102|20010815|0.009782|0.009784
61|20010815|0.105196|0.105208
103|20010815|0.120769|0.120774
14|20010815|0.001543|0.001543
19|20010815|0.688279|0.689893
29|20010815|0.513373|0.513611
36|20010815|1.004117|1.004419
98|20010815|1.616554|1.617599
3|20010815|1.0002|1.001001
100|20011201|1|1
6|20010815|0.650745|0.651084
85|20010816|0.266631|0.266574
102|20010816|0.009782|0.009777
61|20010816|0.105196|0.10513
103|20010816|0.120769|0.120769
14|20010816|0.001543|0.001543
19|20010816|0.688279|0.68686
29|20010816|0.513373|0.513163
36|20010816|1.004117|1.00321
98|20010816|1.616554|1.614726
3|20010816|1.0001|0.9997
100|20011202|1|1
6|20010816|0.650745|0.650449
85|20010817|0.266603|0.266845
102|20010817|0.009774|0.009781
61|20010817|0.105374|0.105419
103|20010817|0.120769|0.120773
14|20010817|0.001541|0.001541
19|20010817|0.691372|0.691419
29|20010817|0.514907|0.515145
36|20010817|1.007151|1.00776
98|20010817|1.617861|1.619433
3|20010817|1.0001|1.0002
100|20011203|1|1
6|20010817|0.656297|0.65647
85|20010818|0.266617|0.266049
102|20010818|0.009784|0.009782
61|20010818|0.105043|0.104944
103|20010818|0.120769|0.120767
14|20010818|0.00154|0.00154
19|20010818|0.691563|0.686813
29|20010818|0.514112|0.513954
36|20010818|1.00553|1.005328
98|20010818|1.616815|1.61577
3|20010818|1.0001|0.9995
100|20011204|1|1
6|20010818|0.65548|0.655437
85|20010819|0.266631|0.267215
102|20010819|0.009785|0.009786
61|20010819|0.105043|0.105109
103|20010819|0.120769|0.120774
14|20010819|0.00154|0.00154
19|20010819|0.691515|0.693674
29|20010819|0.51406|0.514086
36|20010819|1.005429|1.005834
98|20010819|1.616815|1.617599
3|20010819|1.0001|1.001001
100|20011205|1|1
6|20010819|0.656168|0.656254
85|20010820|0.266617|0.266156
102|20010820|0.009838|0.009837
61|20010820|0.10627|0.106158
103|20010820|0.120766|0.120764
14|20010820|0.001539|0.001539
19|20010820|0.691133|0.688231
29|20010820|0.524356|0.524246
36|20010820|1.025641|1.0248
98|20010820|1.636929|1.634521
3|20010820|1.0001|0.9999
100|20011206|1|1
6|20010820|0.657851|0.657851
85|20010821|0.266603|0.266631
102|20010821|0.00968|0.009681
61|20010821|0.104393|0.104472
103|20010821|0.120764|0.120777
14|20010821|0.001537|0.001537
19|20010821|0.688658|0.693193
29|20010821|0.526954|0.52712
36|20010821|1.030609|1.030928
98|20010821|1.63559|1.637465
3|20010821|1.0001|1.0007
100|20011207|1|1
6|20010821|0.654836|0.654965
85|20010822|0.266631|0.266156
102|20010822|0.009587|0.009581
61|20010822|0.10501|0.104966
103|20010822|0.120766|0.120757
14|20010822|0.001538|0.001538
19|20010822|0.689941|0.68975
29|20010822|0.527565|0.527537
36|20010822|1.031992|1.031672
98|20010822|1.641497|1.64042
3|20010822|1.0001|1
100|20011208|1|1
6|20010822|0.658241|0.658155
85|20010823|0.266631|0.26683
102|20010823|0.009499|0.009505
61|20010823|0.104493|0.104582
103|20010823|0.120766|0.120769
14|20010823|0.001537|0.001537
19|20010823|0.685025|0.687663
29|20010823|0.527287|0.527537
36|20010823|1.031247|1.032098
98|20010823|1.646091|1.646091
3|20010823|1.0001|1.0001
100|20011209|1|1
6|20010823|0.653766|0.654151
85|20010824|0.266631|0.266205
102|20010824|0.00949|0.009483
61|20010824|0.105542|0.105497
103|20010824|0.12077|0.120763
14|20010824|0.001537|0.001537
19|20010824|0.686436|0.685683
29|20010824|0.526094|0.525984
36|20010824|1.029018|1.028912
98|20010824|1.638002|1.636393
3|20010824|1.0004|1.0001
100|20011210|1|1
6|20010824|0.654836|0.654407
85|20010825|0.266631|0.266638
102|20010825|0.009501|0.009505
61|20010825|0.105542|0.10563
103|20010825|0.12077|0.120777
14|20010825|0.001537|0.001537
19|20010825|0.685824|0.689988
29|20010825|0.526427|0.526454
36|20010825|1.029548|1.030184
98|20010825|1.639344|1.639613
3|20010825|1.0004|1.001201
100|20011211|1|1
6|20010825|0.654836|0.654922
85|20010826|0.266631|0.266496
102|20010826|0.009513|0.009508
61|20010826|0.105542|0.105485
103|20010826|0.12077|0.120766
14|20010826|0.001537|0.001536
19|20010826|0.686625|0.686153
29|20010826|0.526122|0.526011
36|20010826|1.029018|1.028701
98|20010826|1.639613|1.63827
3|20010826|1.0004|1
100|20011212|1|1
6|20010826|0.654922|0.654879
85|20010827|0.266645|0.266652
102|20010827|0.009506|0.00951
61|20010827|0.105654|0.105742
103|20010827|0.12077|0.120773
14|20010827|0.001534|0.001534
19|20010827|0.686813|0.688231
29|20010827|0.524164|0.524384
36|20010827|1.025115|1.025851
98|20010827|1.636393|1.63827
3|20010827|1.0001|1.0001
100|20011213|1|1
6|20010827|0.656254|0.656383
85|20010828|0.266638|0.266064
102|20010828|0.009429|0.009426
61|20010828|0.10502|0.10501
103|20010828|0.120769|0.120757
14|20010828|0.001534|0.001534
19|20010828|0.685965|0.683761
29|20010828|0.528262|0.528095
36|20010828|1.033271|1.032951
98|20010828|1.647718|1.647175
3|20010828|1.0001|0.9997
100|20011214|1|1
6|20010828|0.657635|0.657333
85|20010829|0.266638|0.26678
102|20010829|0.009437|0.009443
61|20010829|0.104792|0.104811
103|20010829|0.120767|0.120769
14|20010829|0.001532|0.001532
19|20010829|0.687758|0.687994
29|20010829|0.526926|0.526981
36|20010829|1.030503|1.031247
98|20010829|1.647446|1.648805
3|20010829|1.0001|1.001001
100|20011215|1|1
6|20010829|0.658458|0.658545
85|20010830|0.266638|0.266454
102|20010830|0.009421|0.009416
61|20010830|0.105431|0.105352
103|20010830|0.120766|0.120751
14|20010830|0.001533|0.001532
19|20010830|0.689275|0.687191
29|20010830|0.524246|0.524191
36|20010830|1.025431|1.0248
98|20010830|1.646091|1.64582
3|20010830|1.0002|0.9997
100|20011216|1|1
6|20010830|0.666756|0.666533
85|20010831|0.266645|0.266951
102|20010831|0.009452|0.009455
61|20010831|0.106046|0.106135
103|20010831|0.120766|0.120777
14|20010831|0.001534|0.001534
19|20010831|0.689655|0.693433
29|20010831|0.518538|0.51878
36|20010831|1.014302|1.014507
98|20010831|1.634254|1.635323
3|20010831|1.000801|1.001101
100|20011217|1|1
6|20010831|0.666001|0.666489
85|20010901|0.266645|0.266532
102|20010901|0.009427|0.009423
61|20010901|0.106046|0.105967
103|20010901|0.120766|0.12076
14|20010901|0.001534|0.001534
19|20010901|0.689655|0.688942
29|20010901|0.518242|0.518054
36|20010901|1.013582|1.012658
98|20010901|1.635056|1.634521
3|20010901|1.000801|1.0004
100|20011218|1|1
6|20010901|0.664982|0.664717
85|20010902|0.266645|0.267023
102|20010902|0.009442|0.009447
61|20010902|0.106046|0.106079
103|20010902|0.120766|0.120777
14|20010902|0.001534|0.001534
19|20010902|0.68956|0.693963
29|20010902|0.51843|0.518592
36|20010902|1.014096|1.014302
98|20010902|1.635056|1.636929
3|20010902|1.000801|1.001001
100|20011219|1|1
6|20010902|0.665557|0.665779
85|20010903|0.266638|0.266411
102|20010903|0.009533|0.009533
61|20010903|0.106056|0.106001
103|20010903|0.120773|0.12076
14|20010903|0.001533|0.001533
19|20010903|0.689608|0.684932
29|20010903|0.517063|0.516903
36|20010903|1.011225|1.010203
98|20010903|1.631854|1.631854
3|20010903|1.0001|0.9996
100|20011220|1|1
6|20010903|0.664849|0.664673
85|20010904|0.266631|0.266681
102|20010904|0.009457|0.009461
61|20010904|0.106176|0.106226
103|20010904|0.120773|0.120786
14|20010904|0.001531|0.001531
19|20010904|0.689322|0.694011
29|20010904|0.517947|0.518054
36|20010904|1.013171|1.013993
98|20010904|1.636929|1.638807
3|20010904|1.0001|1.001001
100|20011221|1|1
6|20010904|0.665912|0.666134
85|20010905|0.266631|0.266276
102|20010905|0.009488|0.009479
61|20010905|0.106228|0.106123
103|20010905|0.120766|0.120754
14|20010905|0.001531|0.001531
19|20010905|0.688705|0.687002
29|20010905|0.517572|0.517464
36|20010905|1.012248|1.011839
98|20010905|1.643655|1.641497
3|20010905|1.0002|0.9999
100|20011222|1|1
6|20010905|0.663394|0.663042
85|20010906|0.266631|0.267008
102|20010906|0.009494|0.0095
61|20010906|0.105924|0.105988
103|20010906|0.12077|0.120785
14|20010906|0.00153|0.00153
19|20010906|0.690894|0.693818
29|20010906|0.520075|0.520075
36|20010906|1.017294|1.017397
98|20010906|1.653986|1.655355
3|20010906|1.0002|1.0004
100|20011223|1|1
6|20010906|0.665469|0.665602
85|20010907|0.266631|0.266007
102|20010907|0.009537|0.009531
61|20010907|0.105485|0.105419
103|20010907|0.120769|0.120755
14|20010907|0.001531|0.001531
19|20010907|0.693722|0.691563
29|20010907|0.515836|0.515756
36|20010907|1.00898|1.008166
98|20010907|1.648805|1.647446
3|20010907|1.0005|0.9999
100|20011224|1|1
6|20010907|0.662208|0.661989
85|20010908|0.266631|0.267322
102|20010908|0.009537|0.009544
61|20010908|0.105619|0.105642
103|20010908|0.120769|0.120774
14|20010908|0.001531|0.001532
19|20010908|0.693722|0.697593
29|20010908|0.515836|0.516076
36|20010908|1.00898|1.009795
98|20010908|1.648805|1.649621
3|20010908|1.0005|1.001001
100|20011225|1|1
6|20010908|0.663306|0.66335
85|20010909|0.266631|0.266212
102|20010909|0.0095|0.0095
61|20010909|0.105619|0.105542
103|20010909|0.120769|0.120769
14|20010909|0.001531|0.001531
19|20010909|0.693722|0.692042
29|20010909|0.515836|0.515597
36|20010909|1.00898|1.008573
98|20010909|1.648805|1.647718
3|20010909|1.0005|1
100|20011226|1|1
6|20010909|0.663306|0.66291
85|20010910|0.266631|0.267215
102|20010910|0.009462|0.009467
61|20010910|0.104919|0.104977
103|20010910|0.120777|0.120779
14|20010910|0.001528|0.001528
19|20010910|0.692857|0.694782
29|20010910|0.514536|0.514589
36|20010910|1.00634|1.007049
98|20010910|1.650982|1.6518
3|20010910|1.0001|1.0004
100|20011227|1|1
6|20010910|0.654022|0.654407
85|20010911|0.266617|0.266234
102|20010911|0.009432|0.009431
61|20010911|0.104941|0.104867
103|20010911|0.120782|0.120773
14|20010911|0.001528|0.001528
19|20010911|0.695604|0.692617
29|20010911|0.511849|0.511692
36|20010911|1.001101|1.0007
98|20010911|1.644737|1.643115
3|20010911|1.0002|0.9999
100|20011228|1|1
6|20010911|0.655308|0.65505
85|20010912|0.266631|0.267115
102|20010912|0.00946|0.009467
61|20010912|0.105112|0.105143
103|20010912|0.120789|0.120798
14|20010912|0.001526|0.001526
19|20010912|0.695217|0.697691
29|20010912|0.512111|0.512295
36|20010912|1.001703|1.002506
98|20010912|1.638807|1.639882
3|20010912|1.0002|1.001101
100|20011229|1|1
6|20010912|0.651551|0.651593
85|20010913|0.266631|0.26617
102|20010913|0.009506|0.009506
61|20010913|0.104819|0.104768
103|20010913|0.120788|0.120777
14|20010913|0.001526|0.001526
19|20010913|0.696524|0.695314
29|20010913|0.505102|0.505051
36|20010913|0.987947|0.987654
98|20010913|1.638807|1.636393
3|20010913|1.0002|0.9999
100|20011230|1|1
6|20010913|0.654322|0.653894
85|20010914|0.266631|0.267144
102|20010914|0.009331|0.009333
61|20010914|0.104059|0.104124
103|20010914|0.120789|0.120802
14|20010914|0.001528|0.001528
19|20010914|0.691515|0.694541
29|20010914|0.499201|0.499401
36|20010914|0.976372|0.976944
