4334|20011001|8|1|2|81|480
4366|20011001|8|2|2|68|100
4316|20011001|8|1|1|67|308.66
4255|20011001|7|6|1|81|468
4502|20011101|3|1|1|67|160
4555|20011101|3|6|1|65|196
4274|20011001|7|6|1|99|29500
4288|20011001|7|7|1|22|8321
4342|20011001|8|1|2|85|100
4338|20011001|8|1|2|83|200
4568|20011101|3|6|1|73|137
4457|20011001|8|6|1|94|40494.26
4407|20011001|8|6|1|57|17843.84
4466|20011001|8|7|1|8|15396.82
4361|20011001|8|2|1|66|461.7
4607|20011101|3|7|1|14|25670
4259|20011001|7|6|1|83|167
4206|20011001|7|1|2|87|750
4876|20011101|5|6|1|60|28000
4440|20011001|8|6|1|80|740.49
4372|20011001|8|2|1|74|320.78
4425|20011001|8|6|1|71|38.96
4396|20011001|8|2|1|91|-185.28
4312|20011001|8|1|1|65|669.28
4358|20011001|8|2|2|62|1100
4380|20011001|8|2|1|80|811.7
4444|20011001|8|6|1|82|45.02
4587|20011101|3|6|1|84|62
4336|20011001|8|1|1|82|63.2
4281|20011001|7|7|1|13|82416
4150|20011001|6|7|1|23|3367
4475|20011001|8|7|1|23|3682.97
4204|20011001|7|1|1|85|126
4267|20011001|7|6|1|89|144
4469|20011001|8|7|1|15|152423.62
4347|20011001|8|1|1|90|276.84
4234|20011001|7|6|1|67|210
4368|20011001|8|2|1|71|54.11
4276|20011001|7|6|2|101|113300
4249|20011001|7|6|2|77|550
4401|20011001|8|6|2|52|20600
4433|20011001|8|6|1|76|3463.27
4209|20011001|7|1|1|91|-155
4318|20011001|8|1|2|68|200
4733|20011101|4|6|1|57|12010
4305|20011001|8|1|1|60|44545.85
4290|20011001|7|7|1|24|18642
4560|20011101|3|6|2|67|100
4508|20011101|3|1|2|73|220
4415|20011001|8|6|1|63|12848.29
4266|20011001|7|6|1|87|630
4365|20011001|8|2|1|68|175.33
4429|20011001|8|6|1|73|246.54
4725|20011101|4|6|1|52|19217
4550|20011101|3|6|1|61|1172
4373|20011001|8|2|2|74|200
4328|20011001|8|1|1|77|945.04
4226|20011001|7|6|1|62|2038
4394|20011001|8|2|1|89|154.11
4530|20011101|3|1|1|87|495
4462|20011001|8|6|1|101|428254.52
4454|20011001|8|6|1|90|196.54
4351|20011001|8|1|1|96|7
4294|20011001|7|7|1|32|20459
4543|20011101|3|6|1|56|83477
4563|20011101|3|6|1|69|20
4304|20011001|7|7|1|100|14934
4323|20011001|8|1|1|73|442
4376|20011001|8|2|1|77|688.97
4360|20011001|8|2|1|65|508.67
4634|20011101|3|7|2|62|550
4552|20011101|3|6|2|62|850
4619|20011101|3|7|1|32|30181
4498|20011101|3|1|1|65|347
4408|20011001|8|6|1|60|29697.09
4614|20011101|3|7|1|23|4908
4417|20011001|8|6|2|65|200
4208|20011001|7|1|1|90|194
4888|20011101|5|6|1|67|154
4485|20011001|8|7|1|38|25800.05
4387|20011001|8|2|1|83|178.36
4445|20011001|8|6|1|83|157.14
4516|20011101|3|1|2|78|200
4465|20011001|8|7|1|7|22771.2
4362|20011001|8|2|2|66|200
4539|20011101|3|6|1|52|8357
4481|20011001|8|7|1|33|18769.61
4638|20011101|3|7|2|66|100
4346|20011001|8|1|1|89|179.87
4330|20011001|8|1|2|78|200
4227|20011001|7|6|2|62|1900
4483|20011001|8|7|1|35|55883.94
4254|20011001|7|6|1|80|757
4332|20011001|8|1|1|80|1035.95
4487|20011001|8|7|1|40|25271.25
4359|20011001|8|2|2|65|280
4265|20011001|7|6|2|87|550
4391|20011001|8|2|1|85|141.99
4333|20011001|8|1|2|80|750
4270|20011001|7|6|1|92|294
4452|20011001|8|6|1|87|682.91
4500|20011101|3|1|2|66|280
4229|20011001|7|6|1|63|2517
4353|20011001|8|2|1|60|31818.34
4857|20011101|5|1|1|87|720
4374|20011001|8|2|2|76|200
4321|20011001|8|1|2|71|90
4626|20011101|3|7|1|40|30181
4519|20011101|3|1|2|80|550
4490|20011001|8|7|1|100|16987.76
4345|20011001|8|1|2|87|750
4371|20011001|8|2|1|73|325.33
4484|20011001|8|7|1|37|43374.62
4794|20011101|4|7|1|13|55446
4599|20011101|3|6|1|99|45000
4383|20011001|8|2|1|81|502.61
4352|20011001|8|2|1|12|137041.51
4232|20011001|7|6|2|66|380
4430|20011001|8|6|2|73|220
4583|20011101|3|6|1|82|21
4547|20011101|3|6|1|60|13020
4486|20011001|8|7|1|39|59814.32
4390|20011001|8|2|2|85|80
4298|20011001|7|7|1|37|42636
4753|20011101|4|6|2|71|60
4617|20011101|3|7|1|29|190620
4355|20011001|8|2|2|61|1900
4337|20011001|8|1|2|82|50
4496|20011101|3|1|2|62|1500
4468|20011001|8|7|1|14|81601.09
4742|20011101|4|6|1|63|19217
4673|20011101|3|7|1|92|142
4621|20011101|3|7|1|34|17419
4604|20011101|3|7|1|7|8705
4501|20011101|3|1|2|67|200
4679|20011101|4|1|2|61|4900
4435|20011001|8|6|2|77|380
4218|20011001|7|6|1|56|50990
4974|20011101|6|1|1|71|23
4495|20011101|3|1|1|62|1432
4399|20011001|8|2|1|96|5
4545|20011101|3|6|2|57|8300
4528|20011101|3|1|2|85|90
4503|20011101|3|1|1|68|121
4488|20011001|8|7|1|43|1152033.05
4565|20011101|3|6|2|71|50
4554|20011101|3|6|1|63|3134
4657|20011101|3|7|2|80|200
4370|20011001|8|2|2|73|220
4515|20011101|3|1|2|77|480
4241|20011001|7|6|2|72|1400
4536|20011101|3|1|1|94|194
4285|20011001|7|7|1|19|30604
4439|20011001|8|6|2|80|480
4493|20011101|3|1|2|61|1900
4406|20011001|8|6|2|57|17800
4322|20011001|8|1|2|73|400
4421|20011001|8|6|2|67|100
4491|20011101|3|1|1|60|20460
4363|20011001|8|2|2|67|100
4594|20011101|3|6|1|91|-149
4521|20011101|3|1|1|81|329
4251|20011001|7|6|1|78|194
4386|20011001|8|2|2|83|100
4902|20011101|5|6|2|76|2900
4602|20011101|3|7|1|4|256527
4402|20011001|8|6|2|54|200
4669|20011101|3|7|2|87|200
4533|20011101|3|1|1|90|280
4541|20011101|3|6|2|53|2200
4375|20011001|8|2|1|76|382.91
4398|20011001|8|2|1|94|261.69
4506|20011101|3|1|1|71|44
4871|20011101|5|6|2|54|0
4722|20011101|4|1|1|94|104
4416|20011001|8|6|1|65|319.27
4382|20011001|8|2|2|81|280
4277|20011001|7|7|1|4|158514
4438|20011001|8|6|2|78|100
4667|20011101|3|7|1|85|34
4553|20011101|3|6|2|63|2600
4527|20011101|3|1|2|84|100
4404|20011001|8|6|1|56|119236.64
4300|20011001|7|7|1|39|34084
4944|20011101|5|7|1|24|15232
4688|20011101|4|1|1|67|336
4511|20011101|3|1|2|74|100
4410|20011001|8|6|2|61|1300
4573|20011101|3|6|2|76|750
4504|20011101|3|1|2|68|100
4777|20011101|4|6|2|85|100
4703|20011101|4|1|1|78|303
4707|20011101|4|1|1|81|709
4650|20011101|3|7|2|76|90
4603|20011101|3|7|1|6|261945
4697|20011101|4|1|2|74|200
4437|20011001|8|6|1|78|198.05
4240|20011001|7|6|2|71|70
5055|20011101|6|3|1|11|978385
4548|20011101|3|6|2|60|13500
4427|20011001|8|6|2|72|550
4664|20011101|3|7|1|84|36
4556|20011101|3|6|2|65|200
4542|20011101|3|6|1|53|2089
4561|20011101|3|6|2|68|70
4590|20011101|3|6|2|87|280
4661|20011101|3|7|2|82|10
4764|20011101|4|6|1|78|212
4413|20011001|8|6|2|62|950
4569|20011101|3|6|2|73|120
4327|20011001|8|1|1|76|525.33
4558|20011101|3|6|1|66|178
4313|20011001|8|1|1|66|608.67
4443|20011001|8|6|2|82|30
4622|20011101|3|7|1|35|171450
4497|20011101|3|1|2|65|380
4450|20011001|8|6|2|85|80
4458|20011001|8|6|1|96|5
4514|20011101|3|1|1|77|490
4377|20011001|8|2|2|77|380
4719|20011101|4|1|1|90|295
4551|20011101|3|6|1|62|781
4432|20011001|8|6|1|74|228.36
4392|20011001|8|2|1|87|682.91
4954|20011101|5|7|1|39|35207
4670|20011101|3|7|1|89|70
4479|20011001|8|7|1|31|61100.7
4769|20011101|4|6|2|81|480
4549|20011101|3|6|2|61|1300
4859|20011101|5|1|1|89|185
4467|20011001|8|7|1|13|117782.06
4436|20011001|8|6|1|77|620.79
4523|20011101|3|1|2|82|40
4875|20011101|5|6|2|57|7600
4840|20011101|5|1|1|76|400
4451|20011001|8|6|2|87|380
4423|20011001|8|6|1|68|114.72
4317|20011001|8|1|1|68|234.42
4505|20011101|3|1|1|69|35
4691|20011101|4|1|1|69|72
4639|20011101|3|7|2|67|60
4623|20011101|3|7|1|37|155982
4449|20011001|8|6|1|85|125.33
4343|20011001|8|1|1|85|175.33
5080|20011101|6|3|1|77|495
4698|20011101|4|1|2|76|550
4520|20011101|3|1|2|81|380
4412|20011001|8|6|1|62|1485.96
4600|20011101|3|6|1|101|208944
4575|20011101|3|6|1|77|302
4791|20011101|4|7|1|6|385046
4720|20011101|4|1|1|91|-236
4741|20011101|4|6|2|63|10200
4652|20011101|3|7|1|77|184
4968|20011101|6|1|1|66|322
4750|20011101|4|6|1|68|128
4525|20011101|3|1|1|83|113
4287|20011001|7|7|1|21|38158
5231|20011101|6|6|2|76|1800
4595|20011101|3|6|1|92|249
4464|20011001|8|7|1|6|769816.94
4747|20011101|4|6|1|67|176
4773|20011101|4|6|2|83|200
4570|20011101|3|6|2|74|100
4582|20011101|3|6|2|82|20
4640|20011101|3|7|1|67|64
4671|20011101|3|7|1|90|106
4779|20011101|4|6|1|87|720
4588|20011101|3|6|1|85|59
4592|20011101|3|6|1|89|122
4357|20011001|8|2|1|62|2546.58
4726|20011101|4|6|2|52|21100
4393|20011001|8|2|2|87|380
4460|20011001|8|6|1|99|34500
4653|20011101|3|7|2|77|200
4566|20011101|3|6|2|72|200
4456|20011001|8|6|1|92|261.69
4492|20011101|3|1|2|60|20900
4534|20011101|3|1|1|91|-224
4422|20011001|8|6|2|68|80
4745|20011101|4|6|2|66|380
4637|20011101|3|7|1|66|127
4442|20011001|8|6|2|81|280
4512|20011101|3|1|2|76|280
4956|20011101|5|7|1|43|776615
4674|20011101|3|7|1|94|72
4579|20011101|3|6|1|80|345
4815|20011101|4|7|1|43|731588
4571|20011101|3|6|1|74|96
4989|20011101|6|1|1|81|316
4624|20011101|3|7|1|38|35743
4589|20011101|3|6|2|85|60
4596|20011101|3|6|1|94|9518
4948|20011101|5|7|1|32|18299
4864|20011101|5|1|1|96|8
4471|20011001|8|7|1|19|33121.4
4470|20011001|8|7|1|18|10395.21
4320|20011001|8|1|1|71|75.32
4562|20011101|3|6|1|68|70
4817|20011101|4|7|1|100|17938
4808|20011101|4|7|1|33|20672
4631|20011101|3|7|2|61|750
4459|20011001|8|6|1|97|367
4388|20011001|8|2|1|84|157.14
5117|20011101|6|4|1|69|27
4711|20011101|4|1|1|83|240
4538|20011101|3|2|1|12|67558
4446|20011001|8|6|2|83|100
4633|20011101|3|7|1|62|691
4584|20011101|3|6|1|83|74
4811|20011101|4|7|1|37|144913
4787|20011101|4|6|1|99|63000
4751|20011101|4|6|1|69|36
4680|20011101|4|1|1|61|4070
5006|20011101|6|2|1|12|197670
4809|20011101|4|7|1|34|24527
4678|20011101|4|1|2|60|49000
4395|20011001|8|2|1|90|234.42
5280|20011101|6|7|1|35|126538
4597|20011101|3|6|1|96|7
4482|20011001|8|7|1|34|59276.43
4761|20011101|4|6|2|76|2500
4831|20011101|5|1|2|68|200
4643|20011101|3|7|1|69|14
4586|20011101|3|6|2|84|70
4800|20011101|4|7|1|21|58455
4675|20011101|3|7|1|96|4
4838|20011101|5|1|2|74|200
4668|20011101|3|7|1|87|180
4613|20011101|3|7|1|22|11652
4381|20011001|8|2|2|80|480
4781|20011101|4|6|1|90|230
4441|20011001|8|6|1|81|458.67
4529|20011101|3|1|1|85|90
4699|20011101|4|1|1|76|588
4572|20011101|3|6|1|76|970
4476|20011001|8|7|1|24|20742.38
4557|20011101|3|6|2|66|200
4574|20011101|3|6|2|77|280
4489|20011001|8|7|1|46|327218.96
4759|20011101|4|6|1|74|167
4676|20011101|3|7|1|100|20028
4526|20011101|3|1|1|84|94
4632|20011101|3|7|1|61|864
4991|20011101|6|1|1|82|33
4717|20011101|4|1|2|87|1000
4585|20011101|3|6|2|83|80
4823|20011101|5|1|2|62|2200
4648|20011101|3|7|1|74|107
5007|20011101|6|2|1|60|8112
4641|20011101|3|7|1|68|48
4620|20011101|3|7|1|33|27972
4692|20011101|4|1|1|71|120
4952|20011101|5|7|1|37|107678
4923|20011101|5|6|1|91|-174
4507|20011101|3|1|2|71|60
4513|20011101|3|1|1|76|272
4356|20011001|8|2|1|61|3819.33
4581|20011101|3|6|2|81|200
4872|20011101|5|6|2|56|142200
4822|20011101|5|1|1|62|2284
4658|20011101|3|7|2|81|100
4473|20011001|8|7|1|21|71799.39
4426|20011001|8|6|2|71|50
5146|20011101|6|4|1|91|-98
4749|20011101|4|6|2|68|100
4540|20011101|3|6|2|52|7500
4524|20011101|3|1|2|83|100
4644|20011101|3|7|1|71|14
4755|20011101|4|6|1|72|480
4913|20011101|5|6|1|83|165
4915|20011101|5|6|2|84|200
4926|20011101|5|6|1|96|7
4861|20011101|5|1|1|91|-228
5094|20011101|6|3|1|85|94
4844|20011101|5|1|1|78|229
4702|20011101|4|1|2|78|280
4397|20011001|8|2|1|92|313.21
5298|20011101|7|1|1|67|168
4649|20011101|3|7|2|74|100
4629|20011101|3|7|1|60|8640
4818|20011101|5|1|1|60|32640
4905|20011101|5|6|2|78|200
4655|20011101|3|7|1|78|54
4727|20011101|4|6|2|53|4100
4806|20011101|4|7|1|31|50439
4695|20011101|4|1|1|73|483
4842|20011101|5|1|2|77|650
4672|20011101|3|7|1|91|-85
4625|20011101|3|7|1|39|57680
4424|20011001|8|6|1|69|32.9
4903|20011101|5|6|2|77|650
4474|20011001|8|7|1|22|8828.52
4611|20011101|3|7|1|20|13445
4756|20011101|4|6|1|73|270
4608|20011101|3|7|1|15|55008
4531|20011101|3|1|2|87|480
4782|20011101|4|6|1|91|-184
4716|20011101|4|1|1|87|1080
4618|20011101|3|7|1|31|50539
4792|20011101|4|7|1|7|13605
4694|20011101|4|1|2|73|400
4710|20011101|4|1|2|83|280
4645|20011101|3|7|2|71|40
5013|20011101|6|2|1|65|113
4796|20011101|4|7|1|15|80859
4616|20011101|3|7|1|28|20681
4852|20011101|5|1|1|83|209
4690|20011101|4|1|2|68|200
5030|20011101|6|2|1|77|170
4659|20011101|3|7|1|81|124
4628|20011101|3|7|1|46|65087
4786|20011101|4|6|1|97|447
5058|20011101|6|3|1|61|2527
5000|20011101|6|1|1|89|155
4532|20011101|3|1|1|89|183
4537|20011101|3|1|1|96|11
4385|20011001|8|2|2|82|30
4593|20011101|3|6|1|90|186
5022|20011101|6|2|1|71|14
4873|20011101|5|6|1|56|123664
4660|20011101|3|7|1|82|12
4564|20011101|3|6|1|71|28
4434|20011001|8|6|2|76|2600
5165|20011101|6|5|1|71|13
4830|20011101|5|1|1|68|176
4605|20011101|3|7|1|8|5238
4663|20011101|3|7|1|83|42
4765|20011101|4|6|2|78|200
4855|20011101|5|1|2|85|200
4994|20011101|6|1|2|84|100
4957|20011101|5|7|1|46|249296
5046|20011101|6|2|1|87|176
4910|20011101|5|6|2|81|480
5194|20011101|6|5|1|92|177
4945|20011101|5|7|1|28|13062
4774|20011101|4|6|2|84|100
4403|20011001|8|6|1|54|191.99
5314|20011101|7|1|2|78|200
4752|20011101|4|6|1|71|64
4967|20011101|6|1|2|66|280
4885|20011101|5|6|1|65|322
4953|20011101|5|7|1|38|22052
4693|20011101|4|1|2|71|110
4778|20011101|4|6|2|87|550
4898|20011101|5|6|1|73|245
4760|20011101|4|6|1|76|3904
4850|20011101|5|1|2|82|50
4696|20011101|4|1|1|74|220
4686|20011101|4|1|2|66|550
4499|20011101|3|1|1|66|315
4960|20011101|6|1|2|60|18600
4567|20011101|3|6|1|72|104
4635|20011101|3|7|2|65|100
4766|20011101|4|6|2|80|650
4732|20011101|4|6|1|56|134367
4559|20011101|3|6|1|67|91
4928|20011101|5|6|1|99|38500
4724|20011101|4|2|1|12|156941
4708|20011101|4|1|1|82|68
4804|20011101|4|7|1|28|17067
4735|20011101|4|6|1|60|29760
4813|20011101|4|7|1|39|51937
4706|20011101|4|1|2|81|650
5052|20011101|6|2|1|94|31
4820|20011101|5|1|2|61|3100
4677|20011101|4|1|1|60|50880
4862|20011101|5|1|1|92|380
4713|20011101|4|1|2|84|200
5132|20011101|6|4|1|81|192
4746|20011101|4|6|1|66|327
4683|20011101|4|1|2|65|650
4816|20011101|4|7|1|46|224783
5064|20011101|6|3|1|66|261
5049|20011101|6|2|1|90|107
4601|20011101|3|6|2|101|250700
4615|20011101|3|7|1|24|23396
4448|20011001|8|6|1|84|131.39
4610|20011101|3|7|1|19|43720
5075|20011101|6|3|1|74|118
5171|20011101|6|5|1|76|131
4723|20011101|4|1|1|96|12
4736|20011101|4|6|2|60|27400
4522|20011101|3|1|1|82|32
5189|20011101|6|5|2|87|200
4837|20011101|5|1|1|74|216
4630|20011101|3|7|2|60|8100
4897|20011101|5|6|2|73|300
4826|20011101|5|1|1|66|473
4877|20011101|5|6|2|60|28800
5121|20011101|6|4|1|73|161
5004|20011101|6|1|1|94|71
5337|20011101|7|6|1|52|25026
4963|20011101|6|1|1|62|1572
5275|20011101|6|7|1|29|126762
5012|20011101|6|2|1|62|567
4780|20011101|4|6|1|89|150
4478|20011001|8|7|1|29|148737.19
5355|20011101|7|6|1|66|273
4762|20011101|4|6|2|77|550
4971|20011101|6|1|1|68|123
5120|20011101|6|4|2|73|220
4964|20011101|6|1|2|62|1500
4805|20011101|4|7|1|29|140292
4798|20011101|4|7|1|19|34976
4924|20011101|5|6|1|92|291
4801|20011101|4|7|1|22|9510
4866|20011101|5|6|1|52|33698
4768|20011101|4|6|1|81|509
4835|20011101|5|1|2|73|300
4544|20011101|3|6|2|56|96000
4970|20011101|6|1|2|67|200
4609|20011101|3|7|1|18|13720
4729|20011101|4|6|1|54|7
4771|20011101|4|6|1|82|51
4799|20011101|4|7|1|20|10866
4576|20011101|3|6|1|78|91
4934|20011101|5|7|1|8|7559
4754|20011101|4|6|2|72|380
4744|20011101|4|6|2|65|380
5115|20011101|6|4|1|68|91
4743|20011101|4|6|1|65|360
4836|20011101|5|1|1|73|332
4712|20011101|4|1|1|84|196
5103|20011101|6|4|2|60|16000
4865|20011101|5|2|1|12|149237
4704|20011101|4|1|1|80|1146
4868|20011101|5|6|2|53|8700
4721|20011101|4|1|1|92|393
5179|20011101|6|5|1|81|179
4901|20011101|5|6|1|76|3865
4909|20011101|5|6|1|81|464
4908|20011101|5|6|2|80|650
5084|20011101|6|3|2|80|550
5139|20011101|6|4|2|84|80
4793|20011101|4|7|1|8|7700
4627|20011101|3|7|1|43|16771
4517|20011101|3|1|1|78|140
4846|20011101|5|1|2|80|850
5087|20011101|6|3|1|82|34
5199|20011101|6|6|2|53|4600
4737|20011101|4|6|2|61|2600
4797|20011101|4|7|1|18|10976
4577|20011101|3|6|2|78|90
5236|20011101|6|6|2|80|480
