3.9900|93700|10000.0000|2003-11-15
2.2900|V3A 4R2|40000.0000|2004-03-21
2181.5625|98027|60000.0000|2002-08-26
4.9900|94303|30000.0000|2004-03-07
4.9900|V6B 3P7|40000.0000|2004-04-02
1120.4900|95062|40000.0000|2003-07-20
8.9900|7001|40000.0000|2003-10-21
69.9900|98201|50000.0000|2004-02-21
4.9900|98052|90000.0000|2003-11-11
4.9900|TY31|40000.0000|2003-10-21
34.9900|CM11|80000.0000|2004-01-01
539.9900|3977|60000.0000|2003-10-21
34.9900|PB12|30000.0000|2004-06-10
2319.9900|CM11|110000.0000|2003-12-19
9.9900|91203|130000.0000|2004-05-05
1120.4900|3337|100000.0000|2003-07-17
1120.4900|98371|60000.0000|2004-03-25
3578.2700|90241|30000.0000|2001-09-07
4.9900|94014|60000.0000|2003-12-28
2384.0700|2065|80000.0000|2003-12-17
24.4900|91364|80000.0000|2003-09-26
53.9900|4700|80000.0000|2003-09-24
539.9900|98312|80000.0000|2004-01-05
29.9900|L4 4HB|30000.0000|2004-03-24
8.9900|91420|40000.0000|2004-02-23
24.4900|97005|40000.0000|2004-04-09
8.9900|24044|40000.0000|2003-10-12
3578.2700|33041|40000.0000|2002-05-19
2181.5625|2264|60000.0000|2003-01-05
9.9900|91910|60000.0000|2003-08-09
35.0000|V3A 4R2|70000.0000|2004-06-09
2443.3500|2500|70000.0000|2003-05-30
34.9900|91932|70000.0000|2004-04-27
699.0982|24044|30000.0000|2001-12-28
21.9800|LE18|120000.0000|2003-10-17
7.9500|98284|80000.0000|2003-09-10
9.9900|2500|90000.0000|2004-01-28
29.9900|94015|50000.0000|2004-05-08
2443.3500|4217|80000.0000|2002-09-08
4.9900|V8V|60000.0000|2004-05-31
8.9900|53131|40000.0000|2004-04-28
3.9900|TY31|20000.0000|2004-07-15
8.9900|4000|70000.0000|2003-12-06
539.9900|98312|30000.0000|2004-04-26
49.9900|SL4 1RH|40000.0000|2003-08-17
3578.2700|94303|50000.0000|2002-03-27
8.9900|90210|110000.0000|2003-10-14
782.9900|24044|30000.0000|2003-05-05
539.9900|4171|10000.0000|2004-06-23
7.9500|91910|40000.0000|2003-10-09
769.4900|W1N 9FA|30000.0000|2003-10-09
4.9900|92118|70000.0000|2003-12-07
24.9900|RH15 9UD|30000.0000|2004-02-11
21.9800|98312|90000.0000|2004-01-25
8.9900|V7L 4J4|30000.0000|2004-01-25
29.9900|V9B 2C3|40000.0000|2003-10-20
24.4900|95062|60000.0000|2003-12-07
2443.3500|4171|60000.0000|2004-03-20
29.9900|V8Y 1L1|130000.0000|2004-03-05
4.9900|90401|60000.0000|2003-10-09
159.0000|2065|60000.0000|2003-11-15
4.9900|Y03 4TN|20000.0000|2004-04-25
782.9900|3550|80000.0000|2002-08-26
8.9900|94303|30000.0000|2004-03-07
4.9900|91910|110000.0000|2004-04-02
2.2900|91940|70000.0000|2003-12-29
34.9900|91502|60000.0000|2003-10-21
24.4900|98201|50000.0000|2004-02-21
53.9900|91420|10000.0000|2004-02-19
8.9900|TY31|40000.0000|2003-10-21
53.9900|W1V 5RN|20000.0000|2004-01-01
3.9900|3977|60000.0000|2003-10-21
8.9900|MK8 8DF|30000.0000|2004-06-30
29.9900|94519|50000.0000|2004-02-26
2443.3500|12171|30000.0000|2004-05-05
34.9900|OX14 4SE|40000.0000|2003-07-31
34.9900|91950|30000.0000|2004-03-25
3.9900|2060|40000.0000|2003-09-24
29.9900|94014|60000.0000|2003-12-28
8.9900|3337|120000.0000|2003-12-17
21.9800|91364|80000.0000|2003-09-26
34.9900|4700|80000.0000|2003-09-24
2.2900|3000|80000.0000|2004-01-05
2.2900|L4 4HB|30000.0000|2004-03-24
8.9900|91932|120000.0000|2004-02-23
2049.0982|75007|40000.0000|2002-12-22
24.4900|24044|40000.0000|2003-10-12
782.9900|91910|50000.0000|2002-08-02
2181.5625|97034|80000.0000|2002-07-20
4.9900|91977|60000.0000|2003-09-08
539.9900|91977|80000.0000|2004-06-09
2319.9900|1597|90000.0000|2003-11-19
35.0000|V9|80000.0000|2004-05-16
7.9500|94941|50000.0000|2003-09-16
4.9900|LE18|120000.0000|2003-10-17
4.9900|98284|80000.0000|2003-09-10
3.9900|V8X|60000.0000|2004-01-28
7.9500|EM15|130000.0000|2004-06-20
2319.9900|V3J 6Z3|40000.0000|2004-04-04
2319.9900|14197|40000.0000|2004-05-31
53.9900|3000|110000.0000|2004-04-28
32.6000|TY31|160000.0000|2004-07-15
3.9900|2500|20000.0000|2003-12-06
34.9900|98312|30000.0000|2004-04-26
32.6000|V8Y 1L1|70000.0000|2003-08-17
2181.5625|2444|90000.0000|2002-09-17
8.9900|V3L 1H4|50000.0000|2003-10-14
3.9900|99362|40000.0000|2004-04-05
3.9900|V7L 4J4|30000.0000|2004-06-23
3.9900|91910|40000.0000|2003-10-09
769.4900|WA1|30000.0000|2003-10-21
2.2900|46236|10000.0000|2003-12-07
2.2900|94519|50000.0000|2004-02-13
53.9900|92102|40000.0000|2004-01-25
2.2900|V2L3W8|80000.0000|2004-03-01
159.0000|SW1P 2NU|130000.0000|2004-01-25
69.9900|91977|70000.0000|2003-12-07
4.9900|V3A 4R2|40000.0000|2004-03-20
49.9900|V8Y 1L1|130000.0000|2004-03-05
9.9900|98104|100000.0000|2003-10-09
34.9900|93700|10000.0000|2003-11-15
34.9900|Y03 4TN|20000.0000|2004-04-25
2181.5625|97045|70000.0000|2003-06-08
34.9900|SL4 1RH|10000.0000|2004-03-07
8.9900|V6B 3P7|40000.0000|2004-04-02
539.9900|95062|70000.0000|2003-12-29
539.9900|91502|60000.0000|2003-10-21
769.4900|98201|50000.0000|2004-02-21
2.2900|92400|30000.0000|2004-02-19
34.9900|TY31|40000.0000|2003-10-21
28.9900|W1V 5RN|20000.0000|2004-01-01
21.4900|3977|60000.0000|2003-10-21
34.9900|94519|120000.0000|2004-06-16
2.2900|94519|50000.0000|2004-02-26
34.9900|12171|30000.0000|2004-05-05
742.3500|OX14 4SE|40000.0000|2003-07-31
34.9900|GA10|40000.0000|2004-03-25
21.4900|2060|40000.0000|2003-09-24
2294.9900|94519|70000.0000|2003-12-28
8.9900|2065|80000.0000|2003-12-17
4.9900|V8Z 4N5|40000.0000|2004-01-02
4.9900|V2W 1W2|40000.0000|2003-12-04
24.9900|3000|80000.0000|2004-01-05
4.9900|V8Y 1L1|90000.0000|2003-10-12
69.9900|91932|120000.0000|2004-02-23
1214.8500|93290|40000.0000|2003-09-26
539.9900|24044|40000.0000|2003-10-12
2.2900|V6B 3P7|50000.0000|2003-11-14
4.9900|V7L 4J4|80000.0000|2003-08-07
4.9900|V8P|70000.0000|2003-09-12
2.2900|4655|60000.0000|2004-06-09
35.0000|1597|90000.0000|2003-11-19
35.0000|94941|70000.0000|2004-05-16
2384.0700|2060|130000.0000|2003-09-16
3.9900|91791|170000.0000|2003-10-17
28.9900|98284|80000.0000|2003-09-10
24.9900|V8X|60000.0000|2004-01-28
2384.0700|EM15|130000.0000|2004-06-20
539.9900|2264|20000.0000|2004-04-04
35.0000|14197|40000.0000|2004-05-31
1214.8500|3000|110000.0000|2004-04-28
34.9900|85049|30000.0000|2004-07-23
53.9900|5023|80000.0000|2003-12-06
1700.9900|V7L 4J4|40000.0000|2004-04-26
120.0000|RG12 8TB|20000.0000|2003-11-22
24.9900|98036|40000.0000|2003-12-07
63.5000|90210|110000.0000|2003-10-14
32.6000|99362|40000.0000|2004-04-05
21.4900|V7L 4J4|30000.0000|2004-06-23
21.4900|91910|40000.0000|2003-10-09
34.9900|WA1|30000.0000|2003-10-21
3.9900|V2M1N7|60000.0000|2003-12-07
24.9900|94519|50000.0000|2004-02-13
2319.9900|98312|90000.0000|2004-01-25
2319.9900|V2L3W8|80000.0000|2004-03-01
53.9900|2065|60000.0000|2004-01-25
34.9900|95062|60000.0000|2003-12-07
3.9900|4171|60000.0000|2004-03-20
34.9900|V8Y 1L1|130000.0000|2004-03-05
21.9800|90401|60000.0000|2003-10-09
2.2900|2065|60000.0000|2003-11-15
3578.2700|94014|60000.0000|2001-12-23
24.9900|90802|30000.0000|2003-11-23
539.9900|94303|30000.0000|2004-03-07
53.9900|V6B 3P7|40000.0000|2004-04-02
2384.0700|91940|70000.0000|2003-12-29
4.9900|7001|40000.0000|2003-10-21
49.9900|98201|50000.0000|2004-02-21
1700.9900|91420|10000.0000|2004-02-19
4.9900|66001|10000.0000|2003-10-21
53.9900|4700|90000.0000|2004-03-07
28.9900|CM11|10000.0000|2003-10-21
34.9900|V8X|80000.0000|2004-07-17
4.9900|3220|80000.0000|2004-02-26
4.9900|91203|130000.0000|2004-05-05
53.9900|SE1 8HL|150000.0000|2003-10-10
53.9900|98371|60000.0000|2004-03-25
4.9900|92020|60000.0000|2003-09-24
2.2900|94519|70000.0000|2003-12-28
699.0982|94010|40000.0000|2002-04-25
34.9900|99202|60000.0000|2004-01-14
34.9900|66578|10000.0000|2003-12-04
8.9900|98312|80000.0000|2004-01-05
3.9900|91776|40000.0000|2003-10-12
4.9900|91420|40000.0000|2004-02-23
2.2900|33098|30000.0000|2003-09-26
4.9900|WA1|30000.0000|2003-10-12
4.9900|V6B 3P7|50000.0000|2003-11-14
2294.9900|63009|110000.0000|2003-08-28
4.9900|V9|90000.0000|2003-09-12
63.5000|91977|80000.0000|2004-06-09
120.0000|1597|90000.0000|2003-11-19
2294.9900|94941|70000.0000|2004-05-16
24.9900|94941|50000.0000|2003-09-16
21.4900|91791|170000.0000|2003-10-17
49.9900|W1N 9FA|30000.0000|2004-03-28
8.9900|V8X|60000.0000|2004-01-28
4.9900|EM15|130000.0000|2004-06-20
2384.0700|4171|90000.0000|2004-04-04
2.2900|91370|40000.0000|2003-09-10
2.2900|94536|120000.0000|2004-04-28
21.9800|85049|30000.0000|2004-07-23
21.4900|2500|20000.0000|2003-12-06
63.5000|94941|60000.0000|2004-04-26
7.9500|98033|60000.0000|2003-11-22
1700.9900|94310|40000.0000|2003-12-07
53.9900|90210|50000.0000|2004-06-14
24.4900|99362|40000.0000|2004-04-05
2.2900|4551|10000.0000|2003-10-08
53.9900|91910|90000.0000|2003-11-24
4.9900|91950|50000.0000|2003-10-21
24.4900|V2M1N7|60000.0000|2003-12-07
564.9900|94519|50000.0000|2004-02-13
49.9900|98312|90000.0000|2004-01-25
539.9900|91364|60000.0000|2004-03-01
1700.9900|2065|60000.0000|2004-01-25
4.9900|95062|60000.0000|2003-12-07
28.9900|V3A 4R2|40000.0000|2004-03-20
699.0982|85049|20000.0000|2002-01-30
29.9900|90401|60000.0000|2003-10-09
53.9900|GL50|20000.0000|2003-12-29
2181.5625|60082|20000.0000|2003-03-19
1120.4900|GL50|30000.0000|2003-11-25
28.9900|SL4 1RH|10000.0000|2004-03-07
69.9900|98168|40000.0000|2004-04-19
4.9900|91940|70000.0000|2003-12-29
3.9900|91502|60000.0000|2003-10-21
53.9900|94010|70000.0000|2004-03-21
1120.4900|92400|30000.0000|2004-02-19
2384.0700|TY31|40000.0000|2003-10-21
63.5000|V2W 1W2|70000.0000|2004-03-07
53.9900|3977|60000.0000|2003-10-21
34.9900|W1Y 3RA|130000.0000|2004-04-29
8.9900|3220|80000.0000|2004-02-26
8.9900|12171|30000.0000|2004-05-05
9.9900|2060|70000.0000|2003-10-10
2384.0700|GA10|40000.0000|2004-03-25
54.9900|92020|60000.0000|2003-09-24
21.9800|94519|70000.0000|2003-12-28
4.9900|V8V|60000.0000|2003-09-22
2294.9900|99202|60000.0000|2004-01-14
8.9900|66578|10000.0000|2003-12-04
4.9900|59100|80000.0000|2004-04-08
34.9900|V8Y 1L1|90000.0000|2003-10-12
53.9900|97355|60000.0000|2004-05-14
3.9900|33098|30000.0000|2003-09-26
34.9900|3429|30000.0000|2003-10-12
29.9900|V6B 3P7|50000.0000|2003-11-14
1120.4900|4171|10000.0000|2003-10-03
9.9900|RG41 1QW|170000.0000|2003-08-14
4.9900|V3A 4R2|70000.0000|2004-06-09
2294.9900|EC1R 0DU|130000.0000|2003-11-19
4.9900|V9|80000.0000|2004-05-16
2.2900|94941|50000.0000|2003-09-16
53.9900|98201|60000.0000|2003-10-17
8.9900|W1N 9FA|30000.0000|2004-03-28
34.9900|WA1|30000.0000|2004-01-28
8.9900|EM15|130000.0000|2004-06-20
21.9800|V3J 6Z3|40000.0000|2004-04-04
2319.9900|91370|40000.0000|2003-09-10
4.9900|91502|130000.0000|2004-04-28
4.9900|85049|30000.0000|2004-07-23
539.9900|2500|20000.0000|2003-12-06
3578.2700|45000|20000.0000|2001-07-26
4.9900|RG12 8TB|20000.0000|2003-11-22
24.4900|V8P|110000.0000|2003-12-07
21.9800|97301|40000.0000|2004-06-14
4.9900|2138|70000.0000|2004-05-13
4.9900|59000|20000.0000|2003-10-08
4.9900|91910|90000.0000|2003-11-24
4.9900|WA1|30000.0000|2003-10-21
3.9900|46236|10000.0000|2003-12-07
4.9900|AS23|10000.0000|2004-02-17
1700.9900|TY31|60000.0000|2004-03-01
34.9900|91364|60000.0000|2004-03-01
3.9900|SW1P 2NU|130000.0000|2004-01-25
24.4900|91977|70000.0000|2003-12-07
32.6000|4171|60000.0000|2004-03-20
2443.3500|2036|60000.0000|2003-07-20
34.9900|94704|70000.0000|2003-10-21
4.9900|GL50|20000.0000|2003-12-29
4.9900|91910|30000.0000|2003-07-24
2.2900|GL50|30000.0000|2003-11-25
24.9900|91370|20000.0000|2004-03-07
3.9900|V6B 3P7|40000.0000|2004-04-19
8.9900|95062|70000.0000|2003-12-29
21.4900|91502|60000.0000|2003-10-21
53.9900|90210|60000.0000|2004-03-21
24.4900|91420|10000.0000|2004-02-19
28.9900|66001|10000.0000|2003-10-21
21.9800|V2M1N7|70000.0000|2004-03-07
564.9900|V2L3W8|70000.0000|2004-04-03
8.9900|95010|40000.0000|2004-06-10
120.0000|3220|80000.0000|2004-02-26
8.9900|91203|130000.0000|2004-05-05
2319.9900|2060|70000.0000|2003-10-10
1214.8500|97005|70000.0000|2004-04-12
8.9900|90401|80000.0000|2003-12-04
3578.2700|PE17|30000.0000|2001-11-07
69.9900|PE17|10000.0000|2003-10-15
21.9800|99202|60000.0000|2004-01-14
54.9900|V2W 1W2|40000.0000|2003-12-04
29.9900|59100|80000.0000|2004-04-08
4.9900|98036|40000.0000|2004-02-23
1120.4900|97355|60000.0000|2004-05-14
49.9900|93290|40000.0000|2003-09-26
2.2900|WA1|30000.0000|2003-10-12
24.9900|60075|20000.0000|2004-01-28
69.9900|97005|80000.0000|2003-10-03
4.9900|98312|60000.0000|2003-08-14
3.9900|91977|80000.0000|2004-06-09
4.9900|1597|90000.0000|2003-11-19
4.9900|94941|70000.0000|2004-05-16
53.9900|2060|130000.0000|2003-09-16
21.9800|91932|60000.0000|2003-10-17
1700.9900|66740|30000.0000|2004-04-07
63.5000|V7L 4J4|80000.0000|2004-01-28
2319.9900|4700|90000.0000|2003-07-22
4.9900|2264|20000.0000|2004-04-04
539.9900|3977|10000.0000|2003-09-16
4.9900|53131|40000.0000|2004-04-28
8.9900|85049|30000.0000|2004-07-23
2384.0700|5023|80000.0000|2003-12-06
2443.3500|2060|20000.0000|2003-04-25
3.9900|98033|60000.0000|2003-11-22
1700.9900|GL50|20000.0000|2003-12-07
4.9900|SL4 1RH|120000.0000|2004-06-14
8.9900|2138|70000.0000|2004-05-13
539.9900|6105|40000.0000|2003-10-08
2294.9900|91910|90000.0000|2003-11-24
29.9900|WA1|30000.0000|2003-10-21
21.4900|46236|10000.0000|2003-12-07
28.9900|AS23|10000.0000|2004-02-17
34.9900|TY31|60000.0000|2004-03-01
3.9900|91364|60000.0000|2004-03-01
29.9900|V3A 4R2|40000.0000|2004-01-25
53.9900|2010|80000.0000|2004-03-25
699.0982|97330|60000.0000|2001-08-29
34.9900|2036|60000.0000|2003-07-20
1700.9900|94704|70000.0000|2003-10-21
8.9900|GL50|20000.0000|2003-12-29
8.9900|91910|30000.0000|2003-07-24
24.9900|GL50|30000.0000|2003-11-25
49.9900|94303|30000.0000|2004-03-07
24.9900|V6B 3P7|40000.0000|2004-04-19
28.9900|91940|70000.0000|2003-12-29
2.2900|98501|30000.0000|2004-02-25
2384.0700|94010|70000.0000|2004-03-21
24.9900|92400|30000.0000|2004-02-19
24.9900|4217|30000.0000|2003-11-24
21.9800|V2W 1W2|70000.0000|2004-03-07
4.9900|97005|70000.0000|2004-04-03
34.9900|97068|60000.0000|2004-02-06
8.9900|3220|80000.0000|2004-02-26
28.9900|91502|40000.0000|2004-05-21
4.9900|2060|70000.0000|2003-10-10
769.4900|98371|60000.0000|2004-04-17
69.9900|90401|80000.0000|2003-12-04
699.0982|98901|30000.0000|2002-05-24
8.9900|PE17|10000.0000|2003-10-15
2443.3500|3220|90000.0000|2004-05-01
7.9500|33041|30000.0000|2003-12-04
4.9900|V8V|70000.0000|2004-04-08
29.9900|98036|40000.0000|2004-02-23
2.2900|V9|60000.0000|2004-05-14
120.0000|V2W 1W2|40000.0000|2004-01-02
4.9900|3220|60000.0000|2004-02-23
4.9900|60075|20000.0000|2004-01-28
49.9900|97005|80000.0000|2003-10-03
9.9900|EC1R 0DU|130000.0000|2003-09-15
21.4900|91977|80000.0000|2004-06-09
34.9900|EC1R 0DU|130000.0000|2003-11-19
34.9900|V9|80000.0000|2004-05-16
34.9900|2060|130000.0000|2003-09-16
35.0000|V3L 1H4|60000.0000|2004-02-27
34.9900|66740|30000.0000|2004-04-07
4.9900|V7L 4J4|80000.0000|2004-01-28
2.2900|V8X|60000.0000|2003-07-22
8.9900|2264|20000.0000|2004-04-04
32.6000|75008|30000.0000|2004-03-28
8.9900|91502|130000.0000|2004-04-28
4.9900|85049|30000.0000|2004-07-23
34.9900|5023|80000.0000|2003-12-06
53.9900|2036|10000.0000|2003-08-14
24.9900|98033|60000.0000|2003-11-22
53.9900|GL50|20000.0000|2003-12-07
34.9900|SL4 1RH|120000.0000|2004-06-14
34.9900|40434|20000.0000|2004-05-13
4.9900|GA10|40000.0000|2003-11-29
9.9900|91910|90000.0000|2003-11-24
24.9900|4551|40000.0000|2003-10-21
28.9900|92118|70000.0000|2003-12-07
2.2900|LE18|40000.0000|2004-02-28
34.9900|97330|30000.0000|2004-04-14
21.4900|91364|60000.0000|2004-03-01
24.9900|SW1P 2NU|130000.0000|2004-01-25
564.9900|98284|80000.0000|2004-03-25
4.9900|V8P|50000.0000|2003-08-10
4.9900|2036|60000.0000|2003-07-20
69.9900|V3A 4R2|40000.0000|2004-02-25
2384.0700|GL50|20000.0000|2003-12-29
564.9900|91910|30000.0000|2003-07-24
4.9900|7001|100000.0000|2004-02-21
54.9900|94303|30000.0000|2004-03-07
3578.2700|94014|60000.0000|2002-02-03
539.9900|90706|100000.0000|2004-02-15
4.9900|98501|30000.0000|2004-02-25
539.9900|3550|60000.0000|2004-04-25
21.9800|V2W 1W2|60000.0000|2004-03-13
24.9900|V9B 2C3|30000.0000|2004-04-03
34.9900|V2M1N7|70000.0000|2004-03-07
4.9900|V2L3W8|70000.0000|2004-04-03
34.9900|W1X3SE|130000.0000|2004-02-13
9.9900|14111|40000.0000|2004-03-29
4.9900|91502|40000.0000|2004-05-21
8.9900|2060|70000.0000|2003-10-10
2319.9900|95010|50000.0000|2004-05-10
159.0000|3220|120000.0000|2004-04-15
2071.4196|W1V 5RN|130000.0000|2002-12-01
4.9900|E17 6JF|130000.0000|2003-11-04
28.9900|V0|50000.0000|2004-05-01
769.4900|33041|30000.0000|2003-12-04
34.9900|98020|60000.0000|2004-05-06
28.9900|94070|130000.0000|2004-02-23
2294.9900|V9|60000.0000|2004-05-14
4.9900|94109|20000.0000|2004-01-14
2384.0700|3220|60000.0000|2004-02-23
8.9900|90706|110000.0000|2004-03-26
4.9900|91502|60000.0000|2004-02-09
4.9900|V7L 4J4|40000.0000|2003-09-17
24.9900|4655|60000.0000|2004-06-09
2.2900|1597|90000.0000|2003-11-19
3578.2700|V2W 1W2|60000.0000|2002-04-17
49.9900|97355|40000.0000|2004-03-28
34.9900|94015|60000.0000|2004-02-27
53.9900|94109|30000.0000|2004-06-17
35.0000|2500|90000.0000|2004-01-28
8.9900|V8X|60000.0000|2003-07-22
34.9900|4171|90000.0000|2004-04-04
539.9900|3550|70000.0000|2004-04-07
4.9900|94063|70000.0000|2004-07-07
9.9900|85049|30000.0000|2004-07-23
4.9900|91203|60000.0000|2004-03-04
8.9900|2036|10000.0000|2003-08-14
53.9900|59491|20000.0000|2003-08-08
4.9900|98036|40000.0000|2003-12-07
34.9900|97301|40000.0000|2004-06-14
539.9900|40434|20000.0000|2004-05-13
8.9900|GA10|40000.0000|2003-11-29
539.9900|98027|80000.0000|2004-02-25
3.9900|93500|20000.0000|2004-02-25
32.6000|V2M1N7|60000.0000|2003-12-07
29.9900|LE18|40000.0000|2004-02-28
24.9900|2450|90000.0000|2004-04-14
4.9900|GL50|10000.0000|2004-04-14
4.9900|PB12|30000.0000|2004-03-01
2.2900|98284|80000.0000|2004-03-25
34.9900|V8P|50000.0000|2003-08-10
8.9900|2036|60000.0000|2003-07-20
769.4900|V3A 4R2|40000.0000|2004-02-25
29.9900|6105|60000.0000|2004-02-15
9.9900|91910|30000.0000|2003-07-24
