53.9900|January|2004
53.9900|March|2004
53.9900|June|2004
782.9900|April|2003
2181.5625|October|2002
9.9900|September|2003
9.9900|September|2003
2319.9900|December|2003
4.9900|August|2003
1120.4900|July|2003
159.0000|October|2003
159.0000|December|2003
1120.4900|June|2004
4.9900|July|2003
539.9900|March|2004
159.0000|August|2003
53.9900|September|2003
159.0000|September|2003
4.9900|August|2003
9.9900|September|2003
9.9900|September|2003
53.9900|July|2003
4.9900|August|2003
4.9900|July|2003
4.9900|August|2003
4.9900|November|2003
2319.9900|February|2004
53.9900|April|2004
4.9900|July|2003
159.0000|May|2004
1700.9900|April|2004
2319.9900|April|2004
2319.9900|June|2004
4.9900|September|2003
4.9900|October|2003
4.9900|December|2003
4.9900|October|2003
4.9900|July|2003
35.0000|August|2003
4.9900|September|2003
49.9900|November|2003
9.9900|August|2003
4.9900|January|2004
159.0000|July|2004
9.9900|July|2003
53.9900|September|2003
4.9900|September|2003
9.9900|October|2003
34.9900|March|2004
8.9900|June|2004
8.9900|March|2004
1000.4375|July|2002
53.9900|June|2004
53.9900|January|2004
53.9900|April|2004
2443.3500|August|2002
2181.5625|July|2002
53.9900|May|2004
1700.9900|March|2004
2181.5625|September|2002
53.9900|January|2004
2181.5625|September|2002
53.9900|March|2004
53.9900|January|2004
2181.5625|October|2002
9.9900|September|2003
4.9900|September|2003
2319.9900|December|2003
4.9900|August|2003
53.9900|July|2003
53.9900|October|2003
1120.4900|December|2003
53.9900|June|2004
35.0000|September|2003
3578.2700|November|2001
159.0000|October|2003
53.9900|September|2003
159.0000|September|2003
4.9900|August|2003
9.9900|September|2003
4.9900|September|2003
9.9900|September|2003
9.9900|August|2003
2443.3500|July|2003
9.9900|July|2003
4.9900|November|2003
2319.9900|February|2004
159.0000|July|2004
2443.3500|July|2003
53.9900|May|2004
69.9900|September|2003
2319.9900|May|2004
35.0000|August|2003
4.9900|September|2003
9.9900|October|2003
4.9900|December|2003
53.9900|October|2003
4.9900|July|2003
35.0000|August|2003
49.9900|September|2003
9.9900|November|2003
4.9900|August|2003
4.9900|January|2004
53.9900|July|2004
4.9900|July|2003
4.9900|September|2003
4.9900|September|2003
4.9900|October|2003
8.9900|March|2004
34.9900|July|2004
34.9900|March|2004
2443.3500|July|2002
53.9900|June|2004
2443.3500|July|2002
53.9900|April|2004
2443.3500|August|2002
2181.5625|November|2002
2181.5625|August|2002
54.9900|March|2004
2181.5625|June|2003
2181.5625|September|2002
2181.5625|March|2003
53.9900|June|2004
159.0000|January|2004
2181.5625|April|2003
4.9900|September|2003
53.9900|September|2003
2319.9900|April|2004
9.9900|August|2003
53.9900|October|2003
53.9900|October|2003
1120.4900|December|2003
1120.4900|January|2004
4.9900|September|2003
3578.2700|November|2001
53.9900|October|2003
53.9900|September|2003
1120.4900|December|2003
4.9900|August|2003
9.9900|September|2003
4.9900|September|2003
4.9900|September|2003
4.9900|August|2003
35.0000|July|2003
9.9900|July|2003
4.9900|November|2003
2443.3500|September|2003
159.0000|July|2004
4.9900|July|2003
1120.4900|May|2004
69.9900|April|2004
2443.3500|July|2003
4.9900|August|2003
4.9900|September|2003
4.9900|October|2003
4.9900|December|2003
4.9900|October|2003
4.9900|October|2003
4.9900|August|2003
53.9900|November|2003
4.9900|November|2003
49.9900|August|2003
35.0000|January|2004
159.0000|July|2004
9.9900|July|2003
4.9900|September|2003
4.9900|September|2003
49.9900|October|2003
34.9900|July|2004
8.9900|July|2004
34.9900|March|2004
2443.3500|December|2002
53.9900|June|2004
2443.3500|July|2002
53.9900|January|2004
1000.4375|August|2002
2181.5625|November|2002
2181.5625|August|2002
69.9900|November|2003
2181.5625|June|2003
2181.5625|March|2003
2443.3500|September|2002
53.9900|July|2004
53.9900|January|2004
2443.3500|August|2002
4.9900|September|2003
4.9900|September|2003
2319.9900|January|2004
4.9900|August|2003
159.0000|October|2003
782.9900|April|2003
159.0000|December|2003
159.0000|May|2004
4.9900|September|2003
3578.2700|December|2001
782.9900|April|2003
1120.4900|September|2003
53.9900|December|2003
4.9900|August|2003
4.9900|September|2003
4.9900|September|2003
4.9900|September|2003
4.9900|August|2003
35.0000|July|2003
4.9900|July|2003
49.9900|November|2003
4.9900|September|2003
539.9900|July|2003
4.9900|July|2003
53.9900|May|2004
49.9900|April|2004
35.0000|July|2003
35.0000|August|2003
4.9900|September|2003
49.9900|October|2003
4.9900|December|2003
4.9900|October|2003
4.9900|October|2003
4.9900|August|2003
9.9900|November|2003
4.9900|November|2003
4.9900|August|2003
4.9900|January|2004
159.0000|June|2004
4.9900|July|2003
4.9900|September|2003
9.9900|September|2003
4.9900|October|2003
120.0000|July|2004
8.9900|July|2004
8.9900|March|2004
54.9900|September|2003
53.9900|June|2004
2443.3500|November|2002
53.9900|January|2004
2443.3500|September|2002
2443.3500|August|2002
2181.5625|September|2002
69.9900|November|2003
1000.4375|September|2002
2181.5625|May|2003
54.9900|July|2003
2443.3500|December|2002
1120.4900|January|2004
2443.3500|August|2002
4.9900|September|2003
53.9900|September|2003
2319.9900|January|2004
9.9900|August|2003
53.9900|October|2003
53.9900|January|2004
53.9900|August|2003
539.9900|August|2003
4.9900|September|2003
3578.2700|January|2002
1120.4900|February|2004
1120.4900|September|2003
53.9900|December|2003
49.9900|August|2003
9.9900|September|2003
9.9900|September|2003
4.9900|September|2003
53.9900|August|2003
35.0000|July|2003
9.9900|December|2003
9.9900|November|2003
4.9900|September|2003
539.9900|April|2004
4.9900|July|2003
539.9900|May|2004
49.9900|April|2004
2443.3500|July|2003
35.0000|August|2003
9.9900|September|2003
9.9900|October|2003
49.9900|December|2003
4.9900|October|2003
9.9900|October|2003
2443.3500|August|2003
53.9900|November|2003
4.9900|November|2003
9.9900|August|2003
35.0000|January|2004
1120.4900|June|2004
9.9900|November|2003
4.9900|September|2003
4.9900|April|2004
4.9900|October|2003
120.0000|July|2004
120.0000|July|2004
8.9900|March|2004
54.9900|September|2003
53.9900|June|2004
54.9900|August|2003
2181.5625|July|2002
1000.4375|July|2002
2443.3500|July|2002
2181.5625|October|2002
49.9900|March|2004
54.9900|August|2003
2443.3500|September|2002
54.9900|July|2003
54.9900|August|2003
1120.4900|January|2004
1000.4375|July|2002
4.9900|September|2003
4.9900|September|2003
2319.9900|March|2004
4.9900|August|2003
53.9900|December|2003
53.9900|January|2004
53.9900|August|2003
539.9900|January|2004
4.9900|September|2003
3578.2700|June|2002
1120.4900|February|2004
53.9900|December|2003
782.9900|February|2003
4.9900|August|2003
4.9900|September|2003
9.9900|September|2003
9.9900|September|2003
4.9900|August|2003
35.0000|August|2003
9.9900|December|2003
4.9900|November|2003
4.9900|September|2003
539.9900|March|2004
4.9900|July|2003
539.9900|May|2004
69.9900|April|2004
4.9900|July|2003
4.9900|August|2003
4.9900|September|2003
4.9900|October|2003
4.9900|December|2003
9.9900|October|2003
4.9900|October|2003
4.9900|August|2003
9.9900|November|2003
4.9900|November|2003
9.9900|August|2003
35.0000|January|2004
1120.4900|June|2004
4.9900|November|2003
4.9900|September|2003
9.9900|April|2004
4.9900|October|2003
564.9900|September|2003
8.9900|July|2004
34.9900|March|2004
54.9900|September|2003
53.9900|June|2004
54.9900|August|2003
2181.5625|December|2002
2443.3500|October|2002
2443.3500|July|2002
2181.5625|March|2003
69.9900|March|2004
54.9900|August|2003
1000.4375|October|2002
54.9900|July|2003
54.9900|August|2003
1120.4900|February|2004
2443.3500|July|2002
4.9900|September|2003
49.9900|September|2003
2319.9900|June|2004
4.9900|August|2003
1120.4900|December|2003
53.9900|January|2004
159.0000|August|2003
539.9900|January|2004
4.9900|September|2003
3578.2700|March|2002
53.9900|May|2004
159.0000|December|2003
159.0000|October|2003
9.9900|August|2003
4.9900|September|2003
4.9900|September|2003
9.9900|September|2003
4.9900|August|2003
4.9900|August|2003
9.9900|December|2003
4.9900|November|2003
4.9900|September|2003
539.9900|March|2004
35.0000|August|2003
539.9900|May|2004
49.9900|March|2004
4.9900|July|2003
35.0000|August|2003
4.9900|September|2003
53.9900|October|2003
9.9900|December|2003
9.9900|October|2003
9.9900|October|2003
4.9900|August|2003
4.9900|November|2003
53.9900|November|2003
4.9900|August|2003
4.9900|January|2004
1120.4900|June|2004
53.9900|November|2003
4.9900|September|2003
9.9900|April|2004
9.9900|October|2003
564.9900|September|2003
120.0000|July|2004
120.0000|March|2004
54.9900|September|2003
2181.5625|August|2002
54.9900|August|2003
2443.3500|September|2002
2443.3500|October|2002
2443.3500|July|2002
2181.5625|April|2003
49.9900|February|2004
54.9900|August|2003
54.9900|November|2003
54.9900|August|2003
54.9900|December|2003
159.0000|February|2004
2443.3500|October|2002
4.9900|September|2003
4.9900|September|2003
2319.9900|June|2004
9.9900|August|2003
159.0000|December|2003
159.0000|May|2004
159.0000|August|2003
539.9900|January|2004
35.0000|December|2003
1000.4375|March|2003
159.0000|May|2004
782.9900|May|2003
159.0000|October|2003
4.9900|August|2003
4.9900|September|2003
4.9900|September|2003
49.9900|September|2003
49.9900|August|2003
4.9900|August|2003
4.9900|December|2003
4.9900|November|2003
4.9900|September|2003
539.9900|May|2004
4.9900|August|2003
539.9900|May|2004
49.9900|March|2004
4.9900|July|2003
35.0000|August|2003
4.9900|September|2003
4.9900|October|2003
4.9900|December|2003
4.9900|October|2003
9.9900|October|2003
4.9900|August|2003
9.9900|November|2003
9.9900|February|2004
53.9900|August|2003
4.9900|January|2004
1120.4900|June|2004
9.9900|November|2003
4.9900|September|2003
49.9900|April|2004
9.9900|October|2003
1214.8500|March|2004
120.0000|July|2004
34.9900|March|2004
54.9900|August|2003
2181.5625|August|2002
2443.3500|May|2003
2443.3500|July|2002
54.9900|September|2003
1000.4375|May|2003
2181.5625|April|2003
49.9900|February|2004
54.9900|August|2003
2443.3500|April|2003
1700.9900|November|2003
54.9900|December|2003
159.0000|April|2004
54.9900|October|2003
4.9900|September|2003
4.9900|September|2003
4.9900|December|2003
49.9900|August|2003
159.0000|December|2003
159.0000|May|2004
1120.4900|August|2003
539.9900|May|2004
4.9900|December|2003
1000.4375|March|2003
159.0000|May|2004
159.0000|December|2003
53.9900|June|2004
4.9900|August|2003
4.9900|September|2003
4.9900|September|2003
4.9900|September|2003
4.9900|August|2003
4.9900|August|2003
53.9900|December|2003
9.9900|November|2003
4.9900|September|2003
3578.2700|October|2001
35.0000|August|2003
539.9900|May|2004
69.9900|March|2004
4.9900|July|2003
4.9900|August|2003
4.9900|October|2003
4.9900|October|2003
9.9900|December|2003
9.9900|October|2003
53.9900|October|2003
4.9900|August|2003
9.9900|November|2003
9.9900|February|2004
9.9900|August|2003
4.9900|January|2004
539.9900|July|2003
4.9900|November|2003
9.9900|September|2003
4.9900|April|2004
4.9900|November|2003
24.4900|September|2003
120.0000|July|2004
34.9900|March|2004
54.9900|August|2003
2181.5625|June|2003
1000.4375|May|2003
54.9900|October|2003
1000.4375|May|2003
54.9900|October|2003
2443.3500|August|2002
69.9900|February|2004
1700.9900|December|2003
1000.4375|May|2003
54.9900|November|2003
1700.9900|December|2003
159.0000|April|2004
54.9900|August|2003
4.9900|September|2003
4.9900|September|2003
4.9900|December|2003
49.9900|August|2003
1120.4900|December|2003
53.9900|May|2004
159.0000|October|2003
539.9900|May|2004
4.9900|December|2003
3399.9900|June|2002
53.9900|May|2004
1120.4900|December|2003
53.9900|June|2004
4.9900|August|2003
4.9900|September|2003
53.9900|September|2003
4.9900|September|2003
4.9900|August|2003
4.9900|August|2003
4.9900|December|2003
4.9900|November|2003
4.9900|September|2003
1000.4375|August|2002
4.9900|August|2003
539.9900|June|2004
49.9900|March|2004
4.9900|November|2003
35.0000|August|2003
9.9900|October|2003
4.9900|October|2003
49.9900|December|2003
4.9900|October|2003
9.9900|October|2003
4.9900|August|2003
4.9900|November|2003
4.9900|February|2004
9.9900|August|2003
4.9900|May|2004
539.9900|June|2004
9.9900|November|2003
9.9900|February|2004
4.9900|April|2004
4.9900|November|2003
24.4900|October|2003
34.9900|January|2004
2294.9900|March|2004
54.9900|May|2004
2443.3500|August|2002
2443.3500|January|2003
2443.3500|April|2003
1000.4375|June|2003
1700.9900|September|2003
2443.3500|September|2002
8.9900|November|2003
1700.9900|December|2003
2443.3500|March|2003
1700.9900|November|2003
54.9900|December|2003
159.0000|April|2004
54.9900|August|2003
4.9900|September|2003
4.9900|September|2003
4.9900|December|2003
9.9900|October|2003
782.9900|April|2003
53.9900|May|2004
159.0000|October|2003
539.9900|June|2004
4.9900|December|2003
2384.0700|March|2004
53.9900|May|2004
1120.4900|December|2003
539.9900|October|2003
4.9900|August|2003
4.9900|September|2003
4.9900|September|2003
4.9900|September|2003
4.9900|August|2003
4.9900|August|2003
4.9900|December|2003
49.9900|November|2003
4.9900|September|2003
769.4900|April|2004
4.9900|August|2003
539.9900|June|2004
49.9900|March|2004
4.9900|November|2003
4.9900|August|2003
4.9900|October|2003
4.9900|October|2003
9.9900|January|2004
4.9900|October|2003
53.9900|October|2003
4.9900|August|2003
4.9900|November|2003
49.9900|February|2004
53.9900|August|2003
4.9900|May|2004
539.9900|June|2004
49.9900|November|2003
53.9900|February|2004
9.9900|April|2004
9.9900|November|2003
24.4900|September|2003
8.9900|January|2004
2294.9900|March|2004
54.9900|May|2004
2443.3500|September|2002
2443.3500|January|2003
54.9900|August|2003
1000.4375|June|2003
54.9900|September|2003
1000.4375|July|2002
8.9900|March|2004
1700.9900|December|2003
54.9900|October|2003
54.9900|November|2003
54.9900|December|2003
53.9900|April|2004
54.9900|August|2003
9.9900|August|2003
49.9900|September|2003
4.9900|December|2003
9.9900|October|2003
782.9900|April|2003
53.9900|January|2004
53.9900|October|2003
539.9900|June|2004
4.9900|December|2003
782.9900|November|2002
159.0000|June|2004
159.0000|January|2004
539.9900|September|2003
4.9900|August|2003
4.9900|September|2003
9.9900|September|2003
4.9900|September|2003
4.9900|August|2003
4.9900|August|2003
4.9900|December|2003
4.9900|November|2003
4.9900|September|2003
769.4900|April|2004
4.9900|August|2003
1000.4375|April|2003
49.9900|March|2004
35.0000|November|2003
4.9900|October|2003
4.9900|October|2003
9.9900|October|2003
9.9900|January|2004
9.9900|October|2003
53.9900|October|2003
4.9900|August|2003
4.9900|November|2003
9.9900|February|2004
4.9900|August|2003
4.9900|May|2004
3578.2700|November|2001
4.9900|November|2003
9.9900|February|2004
9.9900|April|2004
9.9900|November|2003
24.4900|September|2003
34.9900|January|2004
34.9900|March|2004
54.9900|June|2004
54.9900|August|2003
2443.3500|January|2003
54.9900|August|2003
54.9900|September|2003
54.9900|September|2003
2443.3500|April|2003
2443.3500|February|2004
54.9900|December|2003
54.9900|October|2003
1700.9900|March|2004
1700.9900|December|2003
539.9900|July|2003
54.9900|August|2003
9.9900|August|2003
9.9900|September|2003
4.9900|December|2003
4.9900|October|2003
53.9900|February|2004
53.9900|January|2004
159.0000|March|2004
3578.2700|November|2001
4.9900|December|2003
782.9900|December|2002
53.9900|June|2004
539.9900|December|2003
539.9900|September|2003
4.9900|August|2003
4.9900|September|2003
9.9900|September|2003
4.9900|September|2003
9.9900|August|2003
4.9900|August|2003
9.9900|December|2003
9.9900|November|2003
4.9900|September|2003
769.4900|April|2004
35.0000|August|2003
1000.4375|April|2003
69.9900|June|2004
35.0000|November|2003
4.9900|October|2003
9.9900|October|2003
4.9900|October|2003
9.9900|January|2004
4.9900|October|2003
4.9900|October|2003
742.3500|August|2003
9.9900|November|2003
53.9900|February|2004
9.9900|August|2003
4.9900|May|2004
3578.2700|August|2001
4.9900|November|2003
9.9900|February|2004
9.9900|April|2004
9.9900|November|2003
24.4900|September|2003
34.9900|January|2004
8.9900|March|2004
54.9900|June|2004
54.9900|November|2003
2443.3500|January|2003
54.9900|November|2003
54.9900|September|2003
2443.3500|June|2003
1000.4375|April|2003
8.9900|February|2004
54.9900|December|2003
54.9900|October|2003
54.9900|March|2004
54.9900|December|2003
539.9900|September|2003
54.9900|August|2003
4.9900|August|2003
53.9900|September|2003
4.9900|December|2003
49.9900|October|2003
53.9900|February|2004
539.9900|October|2003
1120.4900|March|2004
3578.2700|November|2001
4.9900|December|2003
3399.9900|June|2002
53.9900|June|2004
539.9900|September|2003
539.9900|December|2003
4.9900|August|2003
4.9900|September|2003
4.9900|September|2003
9.9900|September|2003
9.9900|August|2003
4.9900|August|2003
49.9900|December|2003
53.9900|November|2003
4.9900|September|2003
3578.2700|October|2001
35.0000|August|2003
1000.4375|January|2003
69.9900|June|2004
35.0000|November|2003
4.9900|October|2003
53.9900|October|2003
4.9900|October|2003
49.9900|January|2004
4.9900|October|2003
9.9900|October|2003
4.9900|August|2003
9.9900|November|2003
9.9900|February|2004
53.9900|August|2003
4.9900|May|2004
3578.2700|January|2002
4.9900|November|2003
4.9900|February|2004
9.9900|April|2004
4.9900|November|2003
24.4900|September|2003
8.9900|January|2004
8.9900|March|2004
54.9900|June|2004
54.9900|November|2003
54.9900|November|2003
1000.4375|March|2003
54.9900|September|2003
1000.4375|June|2003
2443.3500|January|2003
49.9900|November|2003
2443.3500|June|2003
54.9900|November|2003
69.9900|August|2003
54.9900|December|2003
539.9900|October|2003
1700.9900|August|2003
4.9900|August|2003
4.9900|November|2003
4.9900|December|2003
4.9900|October|2003
159.0000|February|2004
539.9900|October|2003
53.9900|March|2004
3578.2700|December|2001
4.9900|December|2003
769.4900|March|2004
539.9900|June|2004
539.9900|September|2003
539.9900|November|2003
9.9900|August|2003
49.9900|September|2003
4.9900|November|2003
4.9900|September|2003
53.9900|August|2003
4.9900|August|2003
4.9900|December|2003
4.9900|November|2003
35.0000|September|2003
699.0982|October|2001
35.0000|August|2003
3578.2700|November|2001
564.9900|June|2004
4.9900|November|2003
4.9900|October|2003
49.9900|October|2003
9.9900|October|2003
4.9900|January|2004
9.9900|October|2003
49.9900|October|2003
4.9900|August|2003
53.9900|November|2003
4.9900|February|2004
4.9900|August|2003
4.9900|May|2004
3578.2700|January|2002
4.9900|November|2003
4.9900|February|2004
4.9900|April|2004
49.9900|November|2003
24.4900|September|2003
8.9900|January|2004
8.9900|May|2004
49.9900|September|2003
54.9900|November|2003
54.9900|November|2003
54.9900|January|2004
1700.9900|November|2003
1000.4375|June|2003
54.9900|May|2004
2319.9900|November|2003
54.9900|March|2004
54.9900|November|2003
69.9900|November|2003
54.9900|December|2003
539.9900|November|2003
1700.9900|October|2003
9.9900|August|2003
9.9900|November|2003
4.9900|December|2003
9.9900|October|2003
1120.4900|February|2004
539.9900|October|2003
159.0000|June|2004
3578.2700|September|2001
4.9900|December|2003
564.9900|March|2004
539.9900|February|2004
1000.4375|October|2002
539.9900|June|2004
742.3500|August|2003
9.9900|September|2003
4.9900|November|2003
4.9900|December|2003
4.9900|August|2003
4.9900|January|2004
4.9900|December|2003
9.9900|November|2003
35.0000|September|2003
3578.2700|April|2002
35.0000|August|2003
3578.2700|November|2001
8.9900|September|2003
4.9900|November|2003
4.9900|October|2003
9.9900|March|2004
4.9900|October|2003
4.9900|January|2004
9.9900|October|2003
4.9900|October|2003
4.9900|August|2003
4.9900|November|2003
4.9900|February|2004
49.9900|August|2003
4.9900|May|2004
3578.2700|January|2002
9.9900|November|2003
4.9900|February|2004
49.9900|April|2004
9.9900|November|2003
24.4900|September|2003
8.9900|January|2004
34.9900|May|2004
49.9900|August|2003
54.9900|December|2003
54.9900|November|2003
1700.9900|January|2004
54.9900|November|2003
2443.3500|June|2003
54.9900|May|2004
2319.9900|March|2004
54.9900|March|2004
54.9900|November|2003
564.9900|July|2003
54.9900|December|2003
539.9900|November|2003
54.9900|July|2004
4.9900|August|2003
49.9900|November|2003
35.0000|December|2003
9.9900|October|2003
1120.4900|February|2004
539.9900|September|2003
539.9900|October|2003
1000.4375|October|2002
4.9900|December|2003
699.0982|September|2001
539.9900|February|2004
1000.4375|November|2002
1000.4375|June|2003
53.9900|August|2003
9.9900|September|2003
4.9900|November|2003
4.9900|December|2003
4.9900|August|2003
4.9900|January|2004
4.9900|December|2003
53.9900|November|2003
4.9900|September|2003
34.9900|July|2003
4.9900|August|2003
3578.2700|December|2001
8.9900|September|2003
4.9900|November|2003
4.9900|October|2003
9.9900|March|2004
4.9900|October|2003
4.9900|January|2004
4.9900|October|2003
4.9900|October|2003
4.9900|August|2003
4.9900|November|2003
4.9900|February|2004
4.9900|August|2003
4.9900|May|2004
3578.2700|January|2002
53.9900|November|2003
53.9900|February|2004
9.9900|April|2004
4.9900|November|2003
24.4900|July|2004
120.0000|January|2004
34.9900|May|2004
49.9900|August|2003
54.9900|December|2003
1700.9900|November|2003
54.9900|April|2004
54.9900|February|2004
2443.3500|June|2003
54.9900|May|2004
1700.9900|March|2004
54.9900|May|2004
54.9900|November|2003
49.9900|March|2004
54.9900|March|2004
539.9900|January|2004
54.9900|July|2004
4.9900|August|2003
9.9900|November|2003
4.9900|December|2003
4.9900|October|2003
53.9900|April|2004
539.9900|January|2004
539.9900|January|2004
3399.9900|November|2001
4.9900|December|2003
1214.8500|March|2004
539.9900|February|2004
3578.2700|October|2001
3578.2700|January|2002
9.9900|October|2003
9.9900|October|2003
4.9900|November|2003
9.9900|December|2003
4.9900|August|2003
4.9900|January|2004
9.9900|December|2003
742.3500|November|2003
4.9900|September|2003
34.9900|May|2004
4.9900|August|2003
3578.2700|August|2001
8.9900|September|2003
4.9900|November|2003
35.0000|October|2003
4.9900|March|2004
49.9900|October|2003
4.9900|January|2004
9.9900|October|2003
9.9900|October|2003
4.9900|August|2003
4.9900|November|2003
4.9900|February|2004
4.9900|August|2003
