97|281|20030701|2003|3|1575000.0000
112|296|20030701|2003|3|478000.0000
94|292|20030401|2003|2|404000.0000
74|286|20030101|2003|1|190000.0000
141|291|20040101|2004|1|883000.0000
123|290|20031001|2003|4|324000.0000
68|272|20030101|2003|1|107000.0000
73|285|20030101|2003|1|571000.0000
95|293|20030401|2003|2|304000.0000
155|288|20040401|2004|2|830000.0000
92|290|20030401|2003|2|110000.0000
138|288|20040101|2004|1|569000.0000
100|284|20030701|2003|3|507000.0000
118|285|20031001|2003|4|675000.0000
149|282|20040401|2004|2|1124000.0000
67|293|20021001|2002|4|321000.0000
154|287|20040401|2004|2|724000.0000
133|283|20040101|2004|1|714000.0000
153|286|20040401|2004|2|390000.0000
126|293|20031001|2003|4|380000.0000
143|293|20040101|2004|1|454000.0000
109|293|20030701|2003|3|516000.0000
158|291|20040401|2004|2|1329000.0000
144|294|20040101|2004|1|7000.0000
148|281|20040401|2004|2|869000.0000
132|282|20040101|2004|1|894000.0000
108|292|20030701|2003|3|1262000.0000
99|283|20030701|2003|3|1171000.0000
160|293|20040401|2004|2|497000.0000
125|292|20031001|2003|4|1057000.0000
115|282|20031001|2003|4|1276000.0000
161|294|20040401|2004|2|26000.0000
139|289|20040101|2004|1|234000.0000
163|296|20040401|2004|2|421000.0000
122|289|20031001|2003|4|372000.0000
159|292|20040401|2004|2|908000.0000
152|285|20040401|2004|2|686000.0000
145|295|20040101|2004|1|366000.0000
134|284|20040101|2004|1|280000.0000
120|287|20031001|2003|4|684000.0000
101|285|20030701|2003|3|950000.0000
157|290|20040401|2004|2|1000.0000
129|296|20031001|2003|4|389000.0000
135|285|20040101|2004|1|538000.0000
